C187544_54.0,XP_021632495.1,80.342,117,23,0,678,328,78,194,1.79e-61,202,94.02,-3,0
C187544_54.0,XP_012085778.1,79.487,117,24,0,678,328,70,186,2.76e-61,201,93.16,-3,0
C187544_54.0,PSR92924.1,81.356,118,21,1,678,328,68,185,2.88e-61,201,93.22,-3,0
C187544_54.0,XP_027087760.1,81.250,112,21,0,663,328,62,173,3.66e-61,200,93.75,-3,0
C187544_54.0,XP_002325907.1,80.342,117,23,0,678,328,71,187,3.69e-61,201,92.31,-3,0
C187544_54.0,XP_030971341.1,80.342,117,23,0,678,328,61,177,4.59e-61,200,92.31,-3,0
C187544_54.0,XP_027184533.1,81.250,112,21,0,663,328,62,173,5.58e-61,200,93.75,-3,0
C187544_54.0,XP_011011425.1,80.342,117,23,0,678,328,71,187,8.12e-61,200,92.31,-3,0
C187544_54.0,KAE8706418.1,80.342,117,21,1,678,328,74,188,8.39e-61,200,92.31,-3,0
C187544_54.0,XP_023754575.1,77.778,117,26,0,678,328,64,180,1.21e-60,199,93.16,-3,0
C187544_54.0,OMO61307.1,84.545,110,17,0,657,328,68,177,1.32e-60,199,96.36,-3,0
C187544_54.0,XP_021645664.1,80.342,117,23,0,678,328,84,200,1.34e-60,200,92.31,-3,0
C187544_54.0,XP_022719851.1,85.455,110,16,0,657,328,79,188,1.55e-60,199,93.64,-3,0
C187544_54.0,XP_009340387.1,80.508,118,22,1,678,328,70,187,1.95e-60,199,92.37,-3,0
C187544_54.0,XP_018499304.1,80.508,118,22,1,678,328,70,187,2.19e-60,199,92.37,-3,0
C187544_54.0,XP_021282761.1,83.636,110,18,0,657,328,71,180,3.01e-60,198,94.55,-3,0
C187544_54.0,GER28266.1,82.143,112,20,0,663,328,68,179,3.17e-60,198,92.86,-3,0
C187544_54.0,KAE8009842.1,79.487,117,24,0,678,328,50,166,4.12e-60,197,93.16,-3,0
C187544_54.0,XP_004139092.1,82.051,117,19,1,678,328,66,180,5.10e-60,197,92.31,-3,0
C187544_54.0,XP_017186474.1,79.661,118,23,1,678,328,74,191,5.14e-60,198,93.22,-3,0
C187544_54.0,XP_024970878.1,78.632,117,25,0,678,328,69,185,5.62e-60,197,91.45,-3,0
C187544_54.0,XP_023520633.1,79.487,117,22,1,678,328,66,180,1.15e-59,197,91.45,-3,0
C187544_54.0,XP_022021855.1,82.051,117,18,1,678,328,61,174,1.24e-59,196,94.02,-3,0
C187544_54.0,XP_006480440.1,81.034,116,20,1,678,331,71,184,1.35e-59,197,91.38,-3,0
C187544_54.0,ESR41860.1,81.034,116,20,1,678,331,96,209,1.37e-59,197,91.38,-3,0
C187544_54.0,XP_004302168.1,79.279,111,23,0,660,328,82,192,1.39e-59,197,95.50,-3,0
C187544_54.0,XP_030971331.1,79.661,118,23,1,678,328,61,178,1.64e-59,196,91.53,-3,0
C187544_54.0,XP_017975992.1,81.197,117,20,1,678,328,75,189,1.82e-59,196,90.60,-3,0
C187544_54.0,CDP04188.1,82.407,108,19,0,651,328,68,175,2.15e-59,196,94.44,-3,0
C187544_54.0,XP_022973893.1,81.818,110,20,0,657,328,71,180,2.27e-59,196,94.55,-3,0
C187544_54.0,TKS16572.1,79.487,117,24,0,678,328,71,187,2.39e-59,196,90.60,-3,0
C187544_54.0,XP_022933925.1,81.818,110,20,0,657,328,71,180,2.58e-59,196,94.55,-3,0
C187544_54.0,XP_002277021.2,83.486,109,18,0,654,328,87,195,3.12e-59,196,94.50,-3,0
C187544_54.0,CBI17610.3,83.486,109,18,0,654,328,64,172,3.89e-59,195,94.50,-3,0
C187544_54.0,TXG48818.1,81.651,109,20,0,654,328,71,179,4.33e-59,195,95.41,-3,0
C187544_54.0,KAA8538849.1,80.172,116,21,1,678,331,73,186,5.70e-59,197,93.10,-3,0
C187544_54.0,XP_012834827.1,83.486,109,18,0,654,328,72,180,6.96e-59,195,94.50,-3,0
C187544_54.0,XP_021673695.1,77.778,117,26,0,678,328,79,195,7.23e-59,195,92.31,-3,0
C187544_54.0,XP_031249388.1,81.818,110,20,0,657,328,79,188,9.70e-59,194,93.64,-3,0
C187544_54.0,XP_031400639.1,80.180,111,22,0,660,328,75,185,1.05e-58,194,93.69,-3,0
C187544_54.0,XP_027087186.1,81.481,108,20,0,651,328,68,175,1.09e-58,194,93.52,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RHN47139.1,66.254,889,253,12,3112,494,630,1487,0.0,1027,75.03,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RHN47139.1,64.632,557,131,4,4966,3365,176,689,0.0,633,72.89,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RHN47139.1,96.045,177,7,0,5492,4962,1,177,0.0,360,98.87,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RHN47139.1,33.812,627,253,23,3373,1718,618,1157,3.66e-51,207,45.77,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_013449380.1,63.001,873,192,12,3112,494,630,1371,0.0,941,69.64,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_013449380.1,64.632,557,131,4,4966,3365,176,689,0.0,633,72.89,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_013449380.1,96.045,177,7,0,5492,4962,1,177,0.0,359,98.87,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_013449380.1,31.449,566,232,21,3373,1718,618,1041,4.66e-34,152,42.76,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,PNY04938.1,65.062,561,140,8,4954,3332,138,662,0.0,637,73.80,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,PNY04938.1,92.958,142,10,0,5369,4944,1,142,0.0,280,96.48,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,PNY04938.1,62.335,454,104,6,3091,1733,604,991,1.88e-145,495,70.93,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,PNY04938.1,65.385,416,116,2,1615,386,957,1350,5.08e-136,468,73.32,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,PNY04938.1,73.077,52,14,0,590,435,1284,1335,1.79e-10,74.7,78.85,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,GAU44738.1,64.880,541,117,5,4951,3416,1,497,0.0,623,73.57,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,GAU44738.1,65.021,466,119,5,3112,1733,455,882,9.71e-167,548,74.03,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,GAU44738.1,77.049,244,56,0,1615,884,848,1091,9.53e-104,368,84.84,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_012569146.1,65.058,518,138,3,4966,3416,176,651,0.0,616,73.36,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_012569146.1,97.175,177,5,0,5492,4962,1,177,0.0,362,97.74,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_012569146.1,61.346,520,151,7,2044,494,880,1352,5.42e-156,525,71.54,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_012569146.1,69.663,356,106,2,3103,2039,612,966,4.17e-142,486,81.74,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_004492871.1,64.093,518,137,4,4966,3416,176,645,0.0,602,72.39,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_004492871.1,97.175,177,5,0,5492,4962,1,177,0.0,362,97.74,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_004492871.1,61.346,520,151,7,2044,494,874,1346,3.27e-156,525,71.54,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_004492871.1,69.663,356,106,2,3103,2039,606,960,3.15e-142,486,81.74,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_012569147.1,63.707,518,135,4,4966,3416,176,641,0.0,592,71.81,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_012569147.1,97.175,177,5,0,5492,4962,1,177,0.0,362,97.74,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_012569147.1,61.346,520,151,7,2044,494,870,1342,4.65e-156,525,71.54,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_012569147.1,69.663,356,106,2,3103,2039,602,956,3.94e-142,485,81.74,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027349324.1,48.408,471,188,5,4822,3416,177,594,0.0,383,59.24,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027349324.1,92.935,184,13,0,5492,4941,1,184,0.0,362,96.20,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027349324.1,68.338,379,111,4,1624,494,862,1233,3.65e-130,448,78.63,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027349324.1,70.036,277,83,0,3097,2267,557,833,1.05e-112,397,82.67,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027349324.1,63.636,77,27,1,1960,1733,823,899,3.62e-14,87.0,71.43,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027349324.1,60.606,33,13,0,4966,4868,176,208,7.0,40.0,78.79,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RDX91986.1,58.487,489,168,9,1957,494,141,595,3.11e-142,462,70.35,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RDX91986.1,52.121,330,97,6,2716,1730,1,270,3.14e-82,291,61.82,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_007139696.1,51.606,467,157,4,3097,1697,557,954,7.87e-127,440,64.88,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_007139696.1,54.158,493,174,10,1960,494,823,1267,1.65e-119,418,65.11,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_007139696.1,92.857,182,13,0,5492,4947,1,182,2.10e-103,355,95.60,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_007139696.1,65.714,35,12,0,4966,4862,176,210,2.10e-103,47.4,80.00,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_007139696.1,47.447,470,194,4,4822,3416,177,594,1.20e-100,362,59.79,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027928860.1,52.193,456,149,4,3097,1730,558,944,9.23e-126,437,64.69,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027928860.1,54.286,490,178,8,1960,494,824,1268,1.80e-121,424,65.92,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027928860.1,92.857,182,13,0,5492,4947,1,182,8.56e-103,354,95.60,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027928860.1,62.857,35,13,0,4966,4862,176,210,8.56e-103,46.2,80.00,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_027928860.1,46.170,470,201,4,4822,3416,177,595,5.47e-100,360,60.85,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,TKY65323.1,66.844,377,111,4,1621,494,872,1235,1.31e-125,435,76.92,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,TKY65323.1,51.797,473,179,3,4822,3416,177,604,3.08e-119,417,62.79,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,TKY65323.1,62.733,322,89,2,3097,2132,567,857,1.90e-112,397,73.91,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,TKY65323.1,92.857,182,13,0,5492,4947,1,182,1.86e-104,357,96.15,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,TKY65323.1,65.714,35,12,0,4966,4862,176,210,1.86e-104,49.7,82.86,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,TKY65323.1,59.740,77,31,0,1960,1730,833,909,1.28e-16,94.7,74.03,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_014523189.1,51.515,462,155,4,3115,1730,552,944,2.68e-125,435,63.85,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_014523189.1,54.694,490,177,10,1960,494,824,1269,1.01e-119,419,66.73,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_014523189.1,92.857,182,13,0,5492,4947,1,182,3.79e-103,355,95.60,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_014523189.1,62.857,35,13,0,4966,4862,176,210,3.79e-103,47.0,80.00,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_014523189.1,45.319,470,205,4,4822,3416,177,595,2.86e-94,343,59.15,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_017418510.1,55.102,490,175,10,1960,494,824,1269,5.98e-125,434,67.76,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_017418510.1,51.188,463,156,5,3115,1730,551,944,3.64e-123,429,64.15,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_017418510.1,92.857,182,13,0,5492,4947,1,182,7.01e-103,355,95.60,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_017418510.1,62.857,35,13,0,4966,4862,176,210,7.01e-103,46.2,80.00,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_017418510.1,45.745,470,202,5,4822,3416,177,594,1.37e-92,337,59.36,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,BAT83496.1,55.102,490,175,10,1960,494,824,1269,7.30e-125,434,67.76,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,BAT83496.1,51.188,463,156,5,3115,1730,551,944,2.60e-122,426,63.93,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,BAT83496.1,92.857,182,13,0,5492,4947,1,182,6.73e-103,355,95.60,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,BAT83496.1,62.857,35,13,0,4966,4862,176,210,6.73e-103,46.2,80.00,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,BAT83496.1,45.745,470,202,5,4822,3416,177,594,8.41e-93,338,59.36,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,KOM36992.1,55.102,490,175,10,1960,494,893,1338,3.08e-124,434,67.76,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,KOM36992.1,51.188,463,156,5,3115,1730,620,1013,1.94e-122,428,64.15,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,KOM36992.1,92.857,182,13,0,5492,4947,1,182,9.85e-103,354,95.60,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,KOM36992.1,65.625,32,11,0,4957,4862,179,210,9.85e-103,46.2,84.38,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,KOM36992.1,39.332,539,241,9,4822,3308,177,663,1.29e-76,289,52.13,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247730.1,66.254,323,98,4,3094,2132,560,873,1.36e-118,413,78.95,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247730.1,48.729,472,189,5,4822,3413,177,597,6.08e-109,385,60.81,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247730.1,92.308,182,14,0,5492,4947,1,182,8.56e-102,356,96.15,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247730.1,57.143,35,15,0,4966,4862,176,210,8.56e-102,40.8,74.29,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247730.1,53.378,296,118,5,1714,830,864,1140,3.30e-71,248,66.89,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247730.1,77.778,27,6,0,720,640,1138,1164,3.30e-71,47.0,85.19,-2,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247730.1,53.333,105,44,1,2044,1730,826,925,1.24e-19,104,67.62,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247729.1,66.254,323,98,4,3094,2132,547,860,4.06e-118,414,78.95,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247729.1,59.559,408,140,6,1714,494,851,1234,7.44e-115,404,72.30,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247729.1,48.523,474,174,6,4822,3413,177,584,7.81e-108,383,59.70,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247729.1,92.308,182,14,0,5492,4947,1,182,1.05e-101,356,96.15,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247729.1,57.143,35,15,0,4966,4862,176,210,1.05e-101,40.8,74.29,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247729.1,53.333,105,44,1,2044,1730,813,912,1.22e-19,104,67.62,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247728.1,66.254,323,98,4,3094,2132,560,873,5.00e-118,414,78.95,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247728.1,59.559,408,140,6,1714,494,864,1247,1.11e-114,404,72.30,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247728.1,48.729,472,189,5,4822,3413,177,597,1.67e-108,385,60.81,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247728.1,92.308,182,14,0,5492,4947,1,182,1.04e-101,356,96.15,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247728.1,57.143,35,15,0,4966,4862,176,210,1.04e-101,40.8,74.29,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028247728.1,53.333,105,44,1,2044,1730,826,925,1.21e-19,104,67.62,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_003533578.1,66.254,323,98,4,3094,2132,560,873,5.35e-118,413,78.95,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_003533578.1,59.804,408,139,6,1714,494,864,1247,4.02e-115,405,72.30,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_003533578.1,48.729,472,189,5,4822,3413,177,597,1.66e-108,385,60.81,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_003533578.1,92.308,182,14,0,5492,4947,1,182,9.94e-102,356,96.15,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_003533578.1,57.143,35,15,0,4966,4862,176,210,9.94e-102,40.8,74.29,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_003533578.1,53.333,105,44,1,2044,1730,826,925,1.26e-19,104,67.62,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RZB53280.1,63.130,377,122,5,1621,494,716,1076,1.78e-116,405,75.60,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RZB53280.1,53.349,418,181,5,4663,3413,44,448,9.03e-111,388,65.31,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RZB53280.1,61.610,323,90,4,3094,2132,411,701,1.82e-109,384,73.37,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RZB53280.1,74.286,35,9,0,5051,4947,1,35,9.37e-06,59.3,85.71,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_020218443.1,62.865,377,126,4,1621,494,868,1231,2.61e-116,408,75.33,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_020218443.1,67.870,277,89,0,3097,2267,563,839,1.38e-107,382,79.42,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_020218443.1,48.408,471,194,5,4822,3416,177,600,1.80e-107,382,62.00,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_020218443.1,91.758,182,15,0,5492,4947,1,182,1.14e-102,353,95.60,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_020218443.1,62.857,35,13,0,4966,4862,176,210,1.14e-102,47.4,80.00,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_020218443.1,58.750,80,33,0,1960,1721,829,908,1.49e-16,94.7,72.50,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RDX91987.1,48.312,474,177,6,4822,3413,135,544,3.45e-116,391,60.76,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RDX91987.1,91.429,140,12,0,5366,4947,1,140,8.33e-76,268,94.29,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RDX91987.1,60.000,35,14,0,4966,4862,134,168,8.33e-76,42.4,77.14,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,RDX91987.1,64.706,119,41,1,3097,2741,506,623,2.00e-34,150,76.47,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,KHN40498.1,63.130,377,122,5,1621,494,863,1223,4.87e-115,404,75.60,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,KHN40498.1,53.349,418,181,5,4663,3413,191,595,1.63e-109,388,65.31,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,KHN40498.1,61.610,323,90,4,3094,2132,558,848,7.55e-108,383,73.37,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,KHN40498.1,92.857,182,13,0,5492,4947,1,182,2.50e-99,357,96.15,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028214458.1,63.130,377,122,5,1621,494,863,1223,4.91e-115,404,75.60,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028214458.1,53.349,418,181,5,4663,3413,191,595,1.63e-109,388,65.31,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028214458.1,61.610,323,90,4,3094,2132,558,848,7.62e-108,383,73.37,-1,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_028214458.1,92.857,182,13,0,5492,4947,1,182,1.70e-99,358,96.15,-3,0
scaffold25254_Locus_45009_0_60.8_LINEAR,XP_014626325.1,63.130,377,122,5,1621,494,820,1180,1.89e-114,401,75.33,-1,0
