marker,chr,pos
C173838_53.0_299,LG1,7.338937594868319
C173838_53.0_572,LG1,7.338938594868319
C173838_53.0_602,LG1,7.338939594868318
scaffold25359_Locus_46292_0_51.6_LINEAR_645,LG1,11.143735978416451
scaffold11722_Locus_9598_0_50.7_COMPLEX_250,LG1,12.280296330335382
scaffold11722_Locus_9598_0_50.7_COMPLEX_454,LG1,12.280297330335381
C209238_61.0_810,LG1,12.835876749953131
C189368_48.0_367,LG1,13.385350417922512
C212788_61.0_246,LG1,14.496645482193356
C212788_61.0_264,LG1,14.496646482193357
C212788_61.0_354,LG1,14.496647482193357
C212788_61.0_546,LG1,14.496648482193356
C212788_61.0_615,LG1,14.496649482193357
C213674_60.0_463,LG1,15.046123150162735
C213674_60.0_1314,LG1,15.046124150162736
C213674_60.0_1633,LG1,15.046125150162736
C213674_60.0_1746,LG1,15.046126150162737
C213674_60.0_1935,LG1,15.046127150162736
C213674_60.0_1947,LG1,15.046128150162735
C213674_60.0_2031,LG1,15.046129150162736
C213674_60.0_2052,LG1,15.046130150162735
C213674_60.0_2274,LG1,15.046131150162736
C213674_60.0_2346,LG1,15.046132150162736
C210348_58.0_1422,LG1,18.85092853371087
C210348_58.0_1694,LG1,18.850929533710868
Locus_1335_Contig1_1199,LG1,18.85093053371087
Locus_1335_Contig1_1421,LG1,18.85093153371087
scaffold16547_Locus_18962_0_59.1_COMPLEX_1121,LG1,20.117025854179744
scaffold16547_Locus_18962_0_59.1_COMPLEX_1133,LG1,20.11702685417974
scaffold16547_Locus_18962_0_59.1_COMPLEX_1311,LG1,20.117027854179742
scaffold8538_Locus_4742_0_60.4_FORK_808,LG1,20.117028854179743
C176384_52.0_685,LG1,20.11702985417974
Locus_24644_Contig1_489,LG1,20.117030854179742
Locus_24644_Contig1_564,LG1,20.117031854179743
Locus_24644_Contig1_837,LG1,20.117032854179744
scaffold25449_Locus_47931_0_60.4_LINEAR_3135,LG1,22.619120318104308
C209162_51.0_858,LG1,26.574721448476662
C215356_61.0_269,LG1,27.76542367320803
C215356_61.0_554,LG1,27.765424673208027
C215356_61.0_1115,LG1,27.76542567320803
C214356_59.0_473,LG1,28.956127897939396
C214356_59.0_487,LG1,28.956128897939397
C214356_59.0_488,LG1,28.956129897939395
C214356_59.0_548,LG1,28.956130897939396
C214356_59.0_905,LG1,28.956131897939397
C214356_59.0_1931,LG1,28.956132897939394
scaffold19124_Locus_24810_0_57.7_LINEAR_1111,LG1,29.53755545204608
C214356_59.0_413,LG1,29.537556452046083
C214356_59.0_422,LG1,29.537557452046084
C214356_59.0_617,LG1,29.53755845204608
C214356_59.0_644,LG1,29.537559452046082
C203228_56.0_490,LG1,30.757314556281884
Locus_453_Contig1_2066,LG1,30.75731555628188
C210080_59.0_317,LG1,30.757316556281882
C207614_61.0_918,LG1,31.359756345758395
C207614_61.0_947,LG1,31.359757345758396
C203762_57.0_351,LG1,31.948020781013245
C204908_58.0_670,LG1,31.948021781013246
C204908_58.0_1013,LG1,31.948022781013247
C203762_57.0_357,LG1,31.948023781013244
C203762_57.0_379,LG1,31.948024781013245
C203762_57.0_531,LG1,31.948025781013246
C203762_57.0_804,LG1,31.948026781013244
C203762_57.0_864,LG1,31.948027781013245
C203762_57.0_1232,LG1,31.948028781013246
C203762_57.0_1299,LG1,31.948029781013247
C210118_58.0_338,LG1,32.5362932162681
C210118_58.0_365,LG1,32.5362942162681
C210118_58.0_348,LG1,32.536295216268094
C194688_59.0_301,LG1,33.124558651522946
C194688_59.0_400,LG1,33.124559651522944
C194688_59.0_838,LG1,33.12456065152294
scaffold25475_Locus_48731_0_45.3_LINEAR_480,LG1,33.124561651522946
scaffold25475_Locus_48731_0_45.3_LINEAR_1127,LG1,33.12456265152294
Locus_3607_Contig1_2953,LG1,33.712826086777795
scaffold24136_Locus_38522_0_60.8_COMPLEX_947,LG1,34.287565042395265
scaffold24136_Locus_38522_0_60.8_COMPLEX_1112,LG1,34.28756604239526
scaffold24136_Locus_38522_0_60.8_COMPLEX_2261,LG1,34.28756704239527
Locus_3529_Contig1_205,LG1,36.095584581885916
Locus_3529_Contig1_303,LG1,36.09558558188591
Locus_3529_Contig1_654,LG1,36.09558658188592
Locus_3529_Contig1_1184,LG1,36.095587581885916
scaffold24807_Locus_41693_0_46.1_LINEAR_781,LG1,37.86102776223475
scaffold24807_Locus_41693_0_46.1_LINEAR_1204,LG1,37.86102876223475
C175634_54.0_256,LG1,37.86102976223475
C175634_54.0_484,LG1,37.86103076223475
C175634_54.0_678,LG1,37.86103176223475
C184300_53.0_403,LG1,38.4492951974896
C184300_53.0_677,LG1,38.449296197489595
C184300_53.0_678,LG1,38.4492971974896
C184300_53.0_688,LG1,38.4492981974896
C214224_57.0_653,LG1,38.4492991974896
scaffold23907_Locus_37679_0_16.4_LINEAR_862,LG1,38.4493001974896
C187390_59.0_227,LG1,39.04456741483256
C212934_56.0_156,LG1,39.65435474293654
C212934_56.0_713,LG1,39.65435574293654
C169752_44.0_260,LG1,39.654356742936535
C169752_44.0_176,LG1,39.65435774293654
C169752_44.0_304,LG1,39.65435874293654
Locus_23696_Contig1_1246,LG1,39.654359742936535
C200362_59.0_885,LG1,42.1564472068611
scaffold7352_Locus_3071_0_40.7_COMPLEX_371,LG1,42.73118616247857
scaffold7352_Locus_3071_0_40.7_COMPLEX_619,LG1,42.73118716247857
C187658_58.0_673,LG1,43.29939443941748
scaffold18270_Locus_22818_0_55.7_LINEAR_278,LG1,43.86760171635639
scaffold18270_Locus_22818_0_55.7_LINEAR_362,LG1,43.867602716356394
C170458_59.0_614,LG1,43.86760371635639
C170458_59.0_692,LG1,43.86760471635639
C198910_60.0_1206,LG1,45.59242750353018
scaffold25520_Locus_49938_0_57.5_LINEAR_2227,LG1,45.59242850353018
scaffold20212_Locus_27295_1_56.2_FORK_1589,LG1,46.16716745914765
C192854_59.0_379,LG1,47.9120625075362
C192854_59.0_460,LG1,47.912063507536196
C192854_59.0_903,LG1,47.91206450753619
scaffold5950_Locus_2241_0_61.3_COMPLEX_372,LG1,47.9120655075362
scaffold6664_Locus_2581_0_70.6_COMPLEX_495,LG1,47.912066507536196
Locus_4554_Contig1_360,LG1,47.91206750753619
Locus_4554_Contig1_477,LG1,47.9120685075362
C207754_58.0_1222,LG1,47.912069507536195
scaffold8613_Locus_4847_0_60.2_LINEAR_212,LG1,49.07507089840851
scaffold8613_Locus_4847_0_60.2_LINEAR_273,LG1,49.07507189840852
Locus_3556_Contig1_571,LG1,50.7998946855823
Locus_3556_Contig1_580,LG1,50.79989568558231
Locus_3556_Contig1_664,LG1,50.799896685582304
Locus_3556_Contig1_916,LG1,50.7998976855823
scaffold5149_Locus_1863_0_57.7_COMPLEX_2420,LG1,50.799898685582306
C211532_60.0_169,LG1,50.799899685582304
C200718_53.0_267,LG1,51.355479105200054
C211428_58.0_779,LG1,51.35548010520006
Locus_2099_Contig1_1479,LG1,51.355481105200056
Locus_2099_Contig1_2308,LG1,51.35548210520005
Locus_2099_Contig1_2422,LG1,51.35548310520006
C211428_58.0_619,LG1,51.355484105200055
C200718_53.0_474,LG1,51.35548510520005
C200718_53.0_555,LG1,51.35548610520006
C200718_53.0_1047,LG1,51.355487105200055
C200718_53.0_1104,LG1,51.35548810520006
C200718_53.0_1183,LG1,51.35548910520006
Locus_1436_Contig1_1944,LG1,51.355490105200055
Locus_1436_Contig1_2026,LG1,51.35549110520006
Locus_1436_Contig1_2052,LG1,51.35549210520006
scaffold17182_Locus_20365_0_61.9_LINEAR_1233,LG1,51.355493105200054
Locus_1436_Contig1_1959,LG1,51.35549410520006
C209950_61.0_650,LG1,51.91107352481781
C209950_61.0_401,LG1,51.911074524817806
C209950_61.0_659,LG1,51.91107552481781
C209950_61.0_665,LG1,51.91107652481781
C209950_61.0_764,LG1,51.911077524817806
C209950_61.0_923,LG1,51.91107852481781
scaffold439_Locus_149_1_41.8_COMPLEX_347,LG1,52.46665794443556
scaffold439_Locus_149_1_41.8_COMPLEX_348,LG1,52.466658944435565
scaffold439_Locus_149_1_41.8_COMPLEX_351,LG1,52.46665994443556
scaffold439_Locus_149_1_41.8_COMPLEX_386,LG1,52.46666094443556
C213842_61.0_687,LG1,52.466661944435565
C213842_61.0_1668,LG1,52.46666294443556
C212880_59.0_2263,LG1,52.46666394443556
scaffold7525_Locus_3275_0_57.6_COMPLEX_1077,LG1,52.466664944435564
C213842_61.0_1149,LG1,52.46666594443556
C212880_59.0_1597,LG1,52.46666694443556
scaffold7525_Locus_3275_0_57.6_COMPLEX_243,LG1,52.466667944435564
scaffold7525_Locus_3275_0_57.6_COMPLEX_801,LG1,52.46666894443556
C182060_59.0_292,LG1,52.46666994443556
C212880_59.0_1388,LG1,52.46667094443556
C212758_61.0_612,LG1,53.048093498542244
C212758_61.0_631,LG1,53.04809449854224
C212758_61.0_1466,LG1,53.048095498542246
C212758_61.0_1681,LG1,53.04809649854224
C212758_61.0_1789,LG1,53.04809749854225
C212758_61.0_2070,LG1,53.048098498542245
C212758_61.0_1945,LG1,53.04809949854224
C206392_61.0_853,LG1,53.04810049854225
C206392_61.0_1465,LG1,53.048101498542245
C206392_61.0_1468,LG1,53.04810249854224
scaffold7525_Locus_3275_0_57.6_COMPLEX_1129,LG1,53.04810349854225
scaffold20706_Locus_28526_0_45.3_LINEAR_1458,LG1,53.609925894843705
scaffold20706_Locus_28526_0_45.3_LINEAR_339,LG1,53.6099268948437
scaffold20706_Locus_28526_0_45.3_LINEAR_386,LG1,53.60992789484371
scaffold20706_Locus_28526_0_45.3_LINEAR_1268,LG1,53.609928894843705
scaffold20706_Locus_28526_0_45.3_LINEAR_1700,LG1,53.6099298948437
scaffold20706_Locus_28526_0_45.3_LINEAR_1817,LG1,53.60993089484371
C214122_59.0_2028,LG1,53.609931894843704
C197460_36.0_997,LG1,53.60993289484371
C203900_59.0_975,LG1,54.697061693337176
C186044_54.0_792,LG1,54.69706269333717
C186044_54.0_793,LG1,54.69706369333718
C203900_59.0_194,LG1,54.697064693337175
C203900_59.0_1146,LG1,54.69706569333717
C197180_56.0_258,LG1,54.69706669333718
C197180_56.0_360,LG1,54.697067693337175
C197180_56.0_678,LG1,54.69706869333717
C209338_60.0_300,LG1,54.69706969333718
C209338_60.0_348,LG1,54.697070693337174
C209338_60.0_471,LG1,54.69707169333717
C209338_60.0_723,LG1,54.69707269333718
C178452_56.0_516,LG1,55.25265211295493
C210460_55.0_1836,LG1,55.25265311295493
C210460_55.0_1819,LG1,55.25265411295493
C199840_59.0_639,LG1,55.252655112954926
C199840_59.0_1284,LG1,55.25265611295493
C199840_59.0_1368,LG1,55.25265711295493
C196012_59.0_549,LG1,55.252658112954926
C196012_59.0_1181,LG1,55.25265911295493
C205172_60.0_1156,LG1,55.81448150925639
C205172_60.0_311,LG1,55.814482509256386
C205172_60.0_1192,LG1,55.81448350925639
C205172_60.0_1282,LG1,55.81448450925639
C205172_60.0_1345,LG1,55.814485509256386
C196700_61.0_279,LG1,56.36395917722577
C196700_61.0_234,LG1,56.36396017722577
C188420_58.0_500,LG1,57.47525524149661
C188420_58.0_586,LG1,57.475256241496616
C212746_59.0_1099,LG1,57.475257241496614
C196024_56.0_986,LG1,58.58655230576746
C167014_64.0_445,LG1,58.58655330576746
C167014_64.0_460,LG1,58.58655430576746
C167014_64.0_495,LG1,58.58655530576746
C201382_51.0_797,LG1,58.58655630576746
C201382_51.0_1070,LG1,58.58655730576746
scaffold14200_Locus_14227_0_59.0_FORK_762,LG1,58.58655830576746
scaffold14200_Locus_14227_0_59.0_FORK_1209,LG1,58.58655930576746
C213264_54.0_1760,LG1,58.586560305767456
C188916_57.0_104,LG1,58.58656130576746
scaffold19300_Locus_25189_0_57.5_LINEAR_1436,LG1,60.311384092941246
scaffold19300_Locus_25189_0_57.5_LINEAR_1285,LG1,60.311385092941244
C171742_45.0_704,LG1,63.327085787656614
C171742_45.0_41,LG1,63.32708678765661
C171742_45.0_71,LG1,63.327087787656616
C171742_45.0_78,LG1,63.32708878765661
C171742_45.0_96,LG1,63.32708978765661
C171742_45.0_131,LG1,63.327090787656616
C171742_45.0_166,LG1,63.32709178765661
C171742_45.0_314,LG1,63.32709278765661
C171742_45.0_422,LG1,63.327093787656615
C183474_62.0_564,LG1,63.32709478765661
C183474_62.0_865,LG1,63.32709578765661
C183474_62.0_866,LG1,63.327096787656615
C183474_62.0_890,LG1,63.32709778765661
C177786_59.0_24,LG1,63.32709878765661
C177786_59.0_63,LG1,63.327099787656614
C177786_59.0_120,LG1,63.32710078765661
C177786_59.0_251,LG1,63.32710178765661
C177786_59.0_407,LG1,63.327102787656614
C209140_57.0_451,LG1,65.09254296800545
C209140_57.0_338,LG1,65.09254396800544
C211196_61.0_467,LG1,65.70233129610942
scaffold7880_Locus_3810_0_52.7_FORK_876,LG1,65.70233229610943
Locus_27101_Contig1_355,LG1,66.29059573136428
Locus_27101_Contig1_508,LG1,66.29059673136427
Locus_27101_Contig1_784,LG1,66.29059773136427
Locus_27101_Contig1_827,LG1,66.29059873136427
Locus_27101_Contig1_835,LG1,66.29059973136428
Locus_27101_Contig1_913,LG1,66.29060073136428
Locus_27101_Contig1_971,LG1,66.29060173136428
Locus_27101_Contig1_979,LG1,66.29060273136427
Locus_27101_Contig1_1099,LG1,66.29060373136427
Locus_27101_Contig1_1393,LG1,66.29060473136427
Locus_27101_Contig1_1540,LG1,66.29060573136428
Locus_27101_Contig1_1973,LG1,66.29060673136428
Locus_27101_Contig1_2060,LG1,66.29060773136428
Locus_27101_Contig1_2069,LG1,66.29060873136427
Locus_27101_Contig1_6027,LG1,66.29060973136427
Locus_7052_Contig1_865,LG1,67.4271700832832
Locus_7052_Contig1_415,LG1,67.42717108328321
Locus_7052_Contig1_454,LG1,67.42717208328321
Locus_7052_Contig1_913,LG1,67.42717308328321
Locus_7052_Contig1_2100,LG1,67.4271740832832
Locus_7052_Contig1_2154,LG1,67.4271750832832
Locus_7052_Contig1_2277,LG1,67.42717608328321
Locus_7052_Contig1_2478,LG1,67.42717708328321
Locus_7052_Contig1_2616,LG1,67.42717808328321
Locus_7052_Contig1_3018,LG1,67.4271790832832
Locus_7052_Contig1_3130,LG1,67.4271800832832
C196518_55.0_277,LG1,67.4271810832832
C196518_55.0_363,LG1,67.42718208328321
C196518_55.0_379,LG1,67.42718308328321
C196518_55.0_554,LG1,67.42718408328321
C196518_55.0_573,LG1,67.4271850832832
C196518_55.0_800,LG1,67.4271860832832
C196518_55.0_860,LG1,67.4271870832832
C211432_56.0_1034,LG1,68.01545051853806
C211432_56.0_1043,LG1,68.01545151853806
C211432_56.0_1085,LG1,68.01545251853805
C211432_56.0_1139,LG1,68.01545351853805
C211432_56.0_1925,LG1,68.01545451853805
C157382_56.0_347,LG1,69.20615674326943
C150490_28.0_298,LG1,69.20615774326943
scaffold21193_Locus_29764_1_37.6_FORK_1049,LG1,69.20615874326943
scaffold21193_Locus_29764_1_37.6_FORK_1099,LG1,69.20615974326942
C210914_55.0_865,LG1,69.79442317852427
C210914_55.0_958,LG1,69.79442417852427
C210914_55.0_1008,LG1,69.79442517852428
C183708_58.0_541,LG1,70.97111394997393
scaffold17530_Locus_21064_0_58.2_COMPLEX_1166,LG1,70.97111494997392
scaffold17530_Locus_21064_0_58.2_COMPLEX_1178,LG1,70.97111594997392
C194750_57.0_739,LG1,70.97111694997392
C194750_57.0_943,LG1,70.97111794997393
C194750_57.0_1078,LG1,70.97111894997393
C170684_59.0_401,LG1,70.97111994997393
scaffold13881_Locus_13603_0_50.6_BUBBLE_653,LG1,70.97112094997392
C199104_60.0_287,LG1,70.97112194997392
C199104_60.0_377,LG1,70.97112294997392
C199104_60.0_490,LG1,70.97112394997393
C199104_60.0_491,LG1,70.97112494997393
C199104_60.0_504,LG1,70.97112594997392
C199104_60.0_745,LG1,70.97112694997392
C175968_59.0_559,LG1,73.29838852662422
Locus_930_Contig1_736,LG1,73.29838952662422
C176846_47.0_661,LG1,73.29839052662423
C207678_45.0_1579,LG1,73.29839152662423
C175968_59.0_571,LG1,73.29839252662423
C175968_59.0_586,LG1,73.29839352662422
C195706_53.0_294,LG1,75.06383370697306
C202154_57.0_507,LG1,75.06383470697307
C202154_57.0_756,LG1,75.06383570697307
C202154_57.0_888,LG1,75.06383670697306
C143918_54.0_217,LG1,75.06383770697306
C143918_54.0_292,LG1,75.06383870697306
C143918_54.0_298,LG1,75.06383970697306
C143918_54.0_328,LG1,75.06384070697307
C143918_54.0_331,LG1,75.06384170697307
C198374_56.0_164,LG1,75.06384270697306
C198374_56.0_306,LG1,75.06384370697306
C201930_46.0_139,LG1,76.25454593170443
C201930_46.0_163,LG1,76.25454693170443
Locus_12339_Contig1_942,LG1,76.83596948581112
Locus_12339_Contig1_713,LG1,76.83597048581112
Locus_12339_Contig1_825,LG1,76.83597148581111
Locus_12339_Contig1_900,LG1,76.83597248581111
Locus_12339_Contig1_1234,LG1,76.83597348581111
Locus_12339_Contig1_2227,LG1,76.83597448581112
Locus_12339_Contig1_2431,LG1,76.83597548581112
C182552_51.0_354,LG1,85.8360448365963
C188808_45.0_893,LG1,86.43131205393925
scaffold9289_Locus_5810_1_56.8_COMPLEX_2470,LG1,86.43131305393925
C204994_53.0_134,LG1,92.803620294659
C181328_60.0_218,LG1,96.65738829034046
C181328_60.0_209,LG1,96.65738929034046
C181328_60.0_245,LG1,96.65739029034046
C181328_60.0_282,LG1,96.65739129034046
C181328_60.0_842,LG1,96.65739229034045
C195078_56.0_1129,LG1,132.9076476779904
C195078_56.0_1182,LG1,132.9076486779904
Locus_9424_Contig1_128,LG1,146.5151885020499
Locus_9424_Contig1_1414,LG1,146.5151895020499
Locus_9424_Contig1_221,LG1,146.5151905020499
Locus_9424_Contig1_392,LG1,146.5151915020499
Locus_9424_Contig1_2824,LG1,146.5151925020499
scaffold23170_Locus_35162_0_47.5_LINEAR_896,LG1,152.01674062146995
scaffold23170_Locus_35162_0_47.5_LINEAR_911,LG1,152.01674162146995
Locus_5547_Contig1_406,LG1,158.38904886218972
Locus_13747_Contig1_446,LG1,158.38904986218972
Locus_13747_Contig1_572,LG1,158.38905086218972
Locus_13747_Contig1_850,LG1,158.38905186218972
C187658_58.0_891,LG1,161.47940176136913
C187658_58.0_473,LG1,161.47940276136913
C187658_58.0_614,LG1,161.47940376136913
C187658_58.0_644,LG1,161.47940476136912
C187658_58.0_680,LG1,161.47940576136912
C187658_58.0_861,LG1,161.47940676136912
scaffold18270_Locus_22818_0_55.7_LINEAR_316,LG1,162.04122915767059
C170458_59.0_591,LG1,162.0412301576706
scaffold25520_Locus_49938_0_57.5_LINEAR_2251,LG1,163.80667033801944
scaffold25520_Locus_49938_0_57.5_LINEAR_1775,LG1,163.80667133801944
scaffold25520_Locus_49938_0_57.5_LINEAR_2197,LG1,163.80667233801944
Locus_36031_Contig1_1547,LG1,170.4239871936965
Locus_36031_Contig1_1658,LG1,170.4239881936965
scaffold17182_Locus_20365_0_61.9_LINEAR_1332,LG1,170.42398919369649
scaffold10691_Locus_7952_0_58.4_COMPLEX_1862,LG1,170.42399019369648
C213456_61.0_1146,LG1,171.00541274780318
C213456_61.0_1419,LG1,171.00541374780317
scaffold24703_Locus_41052_0_58.2_LINEAR_558,LG1,171.00541474780317
C213456_61.0_2283,LG1,171.0054157478032
C213456_61.0_2310,LG1,171.0054167478032
C213456_61.0_2365,LG1,171.0054177478032
C194628_61.0_1054,LG1,171.60068496514614
C194628_61.0_1080,LG1,171.60068596514614
scaffold20706_Locus_28526_0_45.3_LINEAR_524,LG1,172.7773747365958
scaffold20706_Locus_28526_0_45.3_LINEAR_538,LG1,172.7773757365958
scaffold20706_Locus_28526_0_45.3_LINEAR_1880,LG1,172.77737673659578
C174182_51.0_190,LG1,172.77737773659578
C174182_51.0_212,LG1,172.77737873659578
C174182_51.0_213,LG1,172.77737973659578
C174182_51.0_367,LG1,172.77738073659577
C197460_36.0_1016,LG1,172.7773817365958
C197460_36.0_1228,LG1,172.7773827365958
Locus_27718_Contig1_957,LG1,173.31503886711988
C201382_51.0_405,LG1,178.09142078618763
C201382_51.0_669,LG1,178.09142178618762
C201382_51.0_683,LG1,178.09142278618762
C201382_51.0_686,LG1,178.09142378618762
C201382_51.0_802,LG1,178.09142478618762
C201382_51.0_1025,LG1,178.0914257861876
scaffold19300_Locus_25189_0_57.5_LINEAR_649,LG1,179.8162485733614
scaffold19300_Locus_25189_0_57.5_LINEAR_487,LG1,179.8162495733614
scaffold19300_Locus_25189_0_57.5_LINEAR_784,LG1,179.81625057336143
C157382_56.0_49,LG1,190.69920335480757
C157382_56.0_45,LG1,190.69920435480756
C157382_56.0_58,LG1,190.69920535480756
C157382_56.0_82,LG1,190.69920635480756
C157382_56.0_88,LG1,190.69920735480756
Locus_6_Contig1_3414,LG1,191.28062990891425
Locus_6_Contig1_3426,LG1,191.28063090891425
C207678_45.0_1523,LG1,195.08542729246238
C175968_59.0_229,LG1,195.08542829246238
C175968_59.0_262,LG1,195.08542929246238
C195706_53.0_630,LG1,196.29048283790934
C202154_57.0_432,LG1,196.29048383790933
C202154_57.0_1170,LG1,196.29048483790933
C202154_57.0_1427,LG1,196.29048583790933
C143918_54.0_277,LG1,196.29048683790933
C143918_54.0_320,LG1,196.29048783790932
C198374_56.0_378,LG1,196.29048883790932
C198374_56.0_296,LG1,196.29048983790932
Locus_3175_Contig1_1141,LG1,196.29049083790932
Locus_3175_Contig1_1200,LG1,196.29049183790931
Locus_3175_Contig1_1335,LG1,196.2904928379093
Locus_3175_Contig1_1338,LG1,196.29049383790934
Locus_3175_Contig1_1461,LG1,196.29049483790934
C193266_58.0_945,LG1,198.1205809384917
Locus_12339_Contig1_972,LG1,198.1205819384917
Locus_12339_Contig1_2299,LG1,198.1205829384917
C185710_57.0_364,LG1,198.70884637374655
C185710_57.0_466,LG1,198.70884737374655
C182552_51.0_596,LG1,206.77818318032283
C182552_51.0_672,LG1,206.77818418032282
C188808_45.0_755,LG1,207.36644761557767
C182552_51.0_531,LG1,207.36644861557767
C174982_60.0_175,LG1,207.97623594368164
C199356_58.0_595,LG2,0
C199356_58.0_826,LG2,1e-6
scaffold22710_Locus_33736_1_49.0_BUBBLE_2140,LG2,4.6183545799834596
scaffold22710_Locus_33736_1_49.0_BUBBLE_2321,LG2,4.61835557998346
scaffold22710_Locus_33736_1_49.0_BUBBLE_2322,LG2,4.618356579983459
scaffold22710_Locus_33736_1_49.0_BUBBLE_2324,LG2,4.618357579983459
scaffold2541_Locus_861_0_53.4_COMPLEX_926,LG2,8.626924831862947
Locus_2441_Contig1_532,LG2,13.370839213899764
Locus_2441_Contig1_1009,LG2,13.370840213899763
Locus_2441_Contig1_1229,LG2,13.370841213899764
Locus_2441_Contig1_1724,LG2,13.370842213899763
Locus_2441_Contig1_2165,LG2,13.370843213899764
Locus_2441_Contig1_2546,LG2,13.370844213899764
Locus_2441_Contig1_2819,LG2,13.370845213899763
Locus_2441_Contig1_2950,LG2,13.370846213899764
Locus_2441_Contig1_3500,LG2,13.370847213899763
Locus_2441_Contig1_4565,LG2,13.370848213899764
Locus_2441_Contig1_4652,LG2,13.370849213899763
Locus_2441_Contig1_4804,LG2,13.370850213899764
Locus_2441_Contig1_5084,LG2,13.370851213899764
C191656_57.0_298,LG2,15.178868753390415
C210784_62.0_767,LG2,15.178869753390416
C210784_62.0_1865,LG2,15.178870753390415
C210784_62.0_1898,LG2,15.178871753390416
C214468_61.0_2688,LG2,15.781311542866929
C197842_60.0_1016,LG2,17.634011846709974
C197842_60.0_719,LG2,17.63401284670997
C197842_60.0_746,LG2,17.634013846709973
C197842_60.0_926,LG2,17.634014846709974
C197842_60.0_932,LG2,17.634015846709975
C197842_60.0_1067,LG2,17.634016846709972
C197842_60.0_1097,LG2,17.634017846709973
C197842_60.0_1107,LG2,17.634018846709974
C197842_60.0_1118,LG2,17.634019846709972
C197842_60.0_1120,LG2,17.634020846709973
C172734_59.0_372,LG2,17.634021846709974
C194526_56.0_698,LG2,18.853776950945775
C194526_56.0_707,LG2,18.853777950945773
C194526_56.0_928,LG2,18.853778950945774
C209586_58.0_126,LG2,20.030467722395418
C209586_58.0_282,LG2,20.030468722395415
C207818_61.0_530,LG2,20.030469722395416
C207818_61.0_611,LG2,20.030470722395417
C207818_61.0_635,LG2,20.03047172239542
C207818_61.0_662,LG2,20.030472722395416
C207818_61.0_776,LG2,20.030473722395417
C207818_61.0_851,LG2,20.030474722395418
C207818_61.0_866,LG2,20.030475722395416
C207818_61.0_869,LG2,20.030476722395417
C207818_61.0_908,LG2,20.030477722395418
C207818_61.0_1064,LG2,20.03047872239542
C207818_61.0_1241,LG2,20.030479722395416
C196120_50.0_764,LG2,22.357741299045717
C196120_50.0_776,LG2,22.357742299045718
C169118_50.0_540,LG2,22.357743299045715
C169118_50.0_546,LG2,22.357744299045716
Locus_2398_Contig1_3020,LG2,29.365294427899677
Locus_2398_Contig1_3050,LG2,29.365295427899678
Locus_2398_Contig1_3132,LG2,29.365296427899676
Locus_2398_Contig1_3206,LG2,29.365297427899677
C171726_50.0_89,LG2,30.528298818772
scaffold4380_Locus_1553_1_56.4_COMPLEX_1223,LG2,31.73335236421894
C201416_47.0_738,LG2,31.733353364218942
Locus_1422_Contig1_338,LG2,32.335793153695455
Locus_1422_Contig1_546,LG2,32.33579415369546
Locus_1422_Contig1_854,LG2,32.33579515369546
