id,Leaf_score_ratio,Stem_score_ratio
LOAL-7,0.42073397830696385,0.4388018743984429
LOAL-70,0.4885962884556697,0.7003178771012998
LOAL-71,0.5326421186101422,0.6177992798267444
LOAL-72,0.22360679774997896,0.5
LOAL-73,0.5226785008093775,0.6093338188813542
LOAL-74,0,0.17955837819827095
LOAL-75,0.06185895741317419,0.3102797809845067
LOAL-76,0.35479663309828874,0.5698719067923096
LOAL-77,0.10206207261596575,0.1527207096642425
LOAL-78,0,0.10798984943120778
LOAL-79,0,0.05399492471560389
LOAL-8,0.7016732976508975,0.125
LOAL-80,0.487697941824742,0.5039526306789696
LOAL-81,0.2773500981126146,0.3779644730092272
LOAL-82,0.11493186898860597,0.2005237569197354
LOAL-83,0.3886819483177601,0.37836034037919897
LOAL-84,0.1421338109037403,0.4281523501253911
LOAL-85,0.19494979980264557,0.22966074550153787
LOAL-86,0.02608202654786505,0
LOAL-87,0.16423869364213708,0.2264387505993964
LOAL-88,0.2599836904562343,0.49588530275813963
LOAL-89,0.28545678000652375,0.48544078806965213
LOAL-9,0.4100496459690678,0.5566185433415212
LOAL-90,0.05555555555555555,0.26856513866371257
LOAL-91,0.20013874666871528,0.23569679363932278
LOAL-92,0.11180339887498948,0.44364916731037085
LOAL-93,0.819017572326447,0.6036590583004822
LOAL-94,0,0.44721359549995793
LOAL-95,0.4723033261483497,0.317677929432707
LOAL-97,0.5183923144081617,0.5372006812775438
LOAL-98,0.312322623928295,0.6565767441214708
LOAL-99,0.36973442914690174,0.5059008405285684
