marker,chr,pos
Locus_1752_Contig1_560,LG1,37.729732150864855
Locus_1752_Contig1_591,LG1,37.72973315086486
Locus_1752_Contig1_592,LG1,37.72973415086486
Locus_1752_Contig1_753,LG1,37.729735150864855
Locus_1752_Contig1_1611,LG1,37.72973615086486
scaffold439_Locus_149_1_41.8_COMPLEX_347,LG1,37.72973715086486
scaffold439_Locus_149_1_41.8_COMPLEX_348,LG1,37.729738150864854
scaffold439_Locus_149_1_41.8_COMPLEX_351,LG1,37.72973915086486
scaffold439_Locus_149_1_41.8_COMPLEX_386,LG1,37.729740150864856
C212758_61.0_631,LG1,37.729741150864854
C212758_61.0_1466,LG1,37.72974215086486
C186694_51.0_546,LG1,37.729743150864856
C212880_59.0_2015,LG1,37.72974415086485
C206392_61.0_355,LG1,37.72974515086486
C206392_61.0_853,LG1,37.729746150864855
C206392_61.0_1258,LG1,37.72974715086486
C206392_61.0_1465,LG1,37.72974815086486
C206392_61.0_1468,LG1,37.729749150864855
C206392_61.0_1671,LG1,37.72975015086486
C182060_59.0_292,LG1,37.72975115086486
C182060_59.0_563,LG1,37.729752150864854
Locus_1752_Contig1_654,LG1,37.72975315086486
Locus_1752_Contig1_1818,LG1,37.729754150864856
Locus_1752_Contig1_1873,LG1,37.729755150864854
C212758_61.0_1552,LG1,37.72975615086486
C186694_51.0_507,LG1,37.729757150864856
C212880_59.0_1310,LG1,37.72975815086485
C212880_59.0_1597,LG1,37.72975915086486
C212880_59.0_1877,LG1,37.729760150864855
C212880_59.0_2000,LG1,37.72976115086486
C212880_59.0_2048,LG1,37.72976215086486
C212880_59.0_2263,LG1,37.729763150864855
C212880_59.0_2356,LG1,37.72976415086486
C212880_59.0_2366,LG1,37.72976515086486
C206392_61.0_1402,LG1,37.729766150864855
scaffold7525_Locus_3275_0_57.6_COMPLEX_219,LG1,37.72976715086486
scaffold7525_Locus_3275_0_57.6_COMPLEX_243,LG1,37.72976815086486
C190492_46.0_788,LG1,37.729769150864854
scaffold18488_Locus_23414_0_57.1_LINEAR_1069,LG1,38.33955647896884
C212758_61.0_1050,LG1,38.339557478968835
Locus_2099_Contig1_2422,LG1,38.94934480707281
scaffold15593_Locus_16960_0_63.7_FORK_1308,LG1,38.94934580707282
C211428_58.0_619,LG1,38.949346807072814
C211428_58.0_1670,LG1,38.94934780707281
C211428_58.0_1724,LG1,38.949348807072816
Locus_1436_Contig1_1944,LG1,38.949349807072814
Locus_1436_Contig1_1959,LG1,38.94935080707282
Locus_1436_Contig1_2026,LG1,38.949351807072816
Locus_1436_Contig1_2052,LG1,38.94935280707281
Locus_3556_Contig1_571,LG1,39.5591401351768
Locus_3556_Contig1_580,LG1,39.559141135176795
Locus_3556_Contig1_664,LG1,39.55914213517679
Locus_3556_Contig1_916,LG1,39.5591431351768
scaffold5149_Locus_1863_0_57.7_COMPLEX_2420,LG1,39.559144135176794
C211532_60.0_169,LG1,39.55914513517679
C214758_53.0_1617,LG1,39.559146135176796
C214758_53.0_1680,LG1,39.559147135176794
C202954_58.0_1039,LG1,40.2085352952583
C181946_49.0_466,LG1,40.208536295258305
C202628_56.0_941,LG1,40.2085372952583
scaffold20296_Locus_27469_0_37.9_LINEAR_3347,LG1,40.20853829525831
Locus_2801_Contig1_2000,LG1,40.208539295258305
scaffold15626_Locus_17027_1_55.4_FORK_310,LG1,40.90302939793519
scaffold15626_Locus_17027_1_55.4_FORK_439,LG1,40.9030303979352
scaffold15626_Locus_17027_1_55.4_FORK_445,LG1,40.903031397935194
Locus_10220_Contig1_2856,LG1,40.90303239793519
scaffold6020_Locus_2274_0_55.8_BUBBLE_782,LG1,40.9030333979352
C202628_56.0_1328,LG1,40.903034397935194
scaffold20212_Locus_27295_1_56.2_FORK_1589,LG1,42.95898785385949
C198910_60.0_1206,LG1,44.20924936822603
scaffold25520_Locus_49938_0_57.5_LINEAR_2227,LG1,44.20925036822603
scaffold22022_Locus_31820_0_59.7_LINEAR_414,LG1,44.20925136822603
C206552_54.0_1461,LG1,44.20925236822603
C206552_54.0_1491,LG1,44.20925336822603
C198910_60.0_393,LG1,44.20925436822603
scaffold9258_Locus_5756_0_63.3_COMPLEX_179,LG1,44.84220056783328
scaffold18270_Locus_22818_0_55.7_LINEAR_362,LG1,45.48326233316672
scaffold18270_Locus_22818_0_55.7_LINEAR_1023,LG1,45.483263333166725
C170458_59.0_614,LG1,45.48326433316672
C170458_59.0_692,LG1,45.48326533316672
C203588_53.0_969,LG1,46.10829888830215
C187658_58.0_673,LG1,46.10829988830215
scaffold7352_Locus_3071_0_40.7_COMPLEX_619,LG1,46.725616203061435
scaffold359_Locus_125_2_38.7_COMPLEX_1144,LG1,46.72561720306144
C202014_56.0_1236,LG1,47.36667896839488
scaffold11802_Locus_9724_1_53.8_COMPLEX_1125,LG1,47.36667996839488
C200362_59.0_1251,LG1,47.36668096839488
Locus_23696_Contig1_1396,LG1,48.06117107107177
scaffold22262_Locus_32434_1_59.0_FORK_858,LG1,48.061172071071766
Locus_23696_Contig1_1246,LG1,48.06117307107177
C192842_59.0_538,LG1,48.06117407107177
C169752_44.0_176,LG1,48.06117507107177
C214224_57.0_653,LG1,49.43138198344665
scaffold24136_Locus_38522_0_60.8_COMPLEX_947,LG1,53.6077351000258
C215200_57.0_1750,LG1,54.959416631782695
C196632_56.0_769,LG1,54.95941763178269
scaffold25475_Locus_48731_0_45.3_LINEAR_480,LG1,54.95941863178269
scaffold25475_Locus_48731_0_45.3_LINEAR_1451,LG1,54.959419631782694
C215062_60.0_552,LG1,54.95942063178269
C178976_60.0_783,LG1,54.95942163178269
C211886_53.0_1195,LG1,54.959422631782694
C203762_57.0_351,LG1,55.63514044148068
C204908_58.0_670,LG1,55.63514144148068
C203762_57.0_357,LG1,55.63514244148068
C203762_57.0_379,LG1,55.63514344148068
C203762_57.0_804,LG1,55.63514444148068
C203762_57.0_1159,LG1,55.63514544148068
C207614_61.0_298,LG1,56.28453360156219
C203228_56.0_490,LG1,56.9339217616437
C189012_54.0_741,LG1,56.9339227616437
C197394_58.0_496,LG1,56.9339237616437
C208684_61.0_501,LG1,56.9339247616437
C208684_61.0_530,LG1,56.9339257616437
C208684_61.0_560,LG1,56.9339267616437
C210080_59.0_317,LG1,56.9339277616437
C214356_59.0_413,LG1,58.88296729838649
C214356_59.0_487,LG1,58.88296829838649
C214356_59.0_488,LG1,58.88296929838649
C214356_59.0_578,LG1,58.88297029838649
C214356_59.0_617,LG1,58.88297129838649
C214356_59.0_761,LG1,58.88297229838649
C214356_59.0_1129,LG1,58.88297329838649
C214356_59.0_1208,LG1,58.88297429838649
C214356_59.0_1931,LG1,58.88297529838649
C214356_59.0_2057,LG1,58.88297629838649
C214356_59.0_2066,LG1,58.88297729838649
C214356_59.0_2081,LG1,58.88297829838649
scaffold24361_Locus_39496_0_46.9_LINEAR_2057,LG1,58.88297929838649
C199356_58.0_826,LG2,0
C211132_61.0_338,LG2,1e-6
scaffold22710_Locus_33736_1_49.0_BUBBLE_2086,LG2,3.4778220615679447
scaffold20038_Locus_26893_0_47.1_COMPLEX_738,LG2,10.036929673255226
Locus_2441_Contig1_1229,LG2,12.603284524757312
C210616_55.0_1415,LG2,12.603285524757311
C210616_55.0_1420,LG2,12.603286524757312
Locus_2441_Contig1_1724,LG2,12.603287524757311
Locus_2441_Contig1_2546,LG2,12.60328852475731
Locus_2441_Contig1_2819,LG2,12.603289524757312
Locus_2441_Contig1_2950,LG2,12.60329052475731
Locus_2441_Contig1_4565,LG2,12.603291524757312
Locus_2441_Contig1_4652,LG2,12.603292524757311
Locus_2441_Contig1_4804,LG2,12.60329352475731
Locus_2441_Contig1_5084,LG2,12.603294524757311
Locus_2441_Contig1_1009,LG2,12.60329552475731
Locus_2441_Contig1_3500,LG2,12.603296524757312
scaffold21725_Locus_31098_0_17.9_LINEAR_1624,LG2,12.603297524757311
C144708_55.0_342,LG2,13.885630884446075
C199076_61.0_594,LG2,14.561348694144058
C199076_61.0_816,LG2,14.561349694144058
C191656_57.0_603,LG2,14.561350694144059
scaffold15430_Locus_16627_1_54.3_FORK_198,LG2,14.561351694144058
C210784_62.0_767,LG2,14.561352694144059
scaffold19070_Locus_24688_0_58.6_COMPLEX_1256,LG2,14.561353694144058
scaffold19070_Locus_24688_0_58.6_COMPLEX_1539,LG2,14.56135469414406
C210784_62.0_174,LG2,14.561355694144059
C210784_62.0_492,LG2,14.561356694144058
C210784_62.0_813,LG2,14.561357694144059
C210784_62.0_1865,LG2,14.561358694144058
C210784_62.0_1898,LG2,14.561359694144059
C206640_56.0_697,LG2,14.561360694144058
C206640_56.0_853,LG2,14.561361694144058
C206640_56.0_1409,LG2,14.561362694144059
C215184_59.0_1452,LG2,15.210750854225571
C215184_59.0_1557,LG2,15.210751854225572
C215184_59.0_1974,LG2,15.210752854225571
C215184_59.0_2227,LG2,15.210753854225572
C215184_59.0_1890,LG2,15.210754854225572
C215184_59.0_2100,LG2,15.210755854225571
C215184_59.0_2559,LG2,15.210756854225572
C215184_59.0_2730,LG2,15.210757854225571
C206640_56.0_568,LG2,15.210758854225572
scaffold15256_Locus_16262_1_54.1_FORK_220,LG2,15.210759854225572
scaffold15256_Locus_16262_1_54.1_FORK_470,LG2,15.210760854225573
C185854_53.0_474,LG2,15.210761854225572
C206640_56.0_493,LG2,15.210762854225571
C214468_61.0_843,LG2,15.860151014307085
C214468_61.0_2904,LG2,15.860152014307085
C197842_60.0_1016,LG2,17.834863297272847
C197842_60.0_719,LG2,17.834864297272848
C197842_60.0_746,LG2,17.834865297272845
C197842_60.0_926,LG2,17.834866297272846
C197842_60.0_932,LG2,17.834867297272847
C197842_60.0_1067,LG2,17.834868297272845
C197842_60.0_1097,LG2,17.834869297272846
C197842_60.0_1107,LG2,17.834870297272847
C197842_60.0_1118,LG2,17.834871297272848
C197842_60.0_1120,LG2,17.834872297272845
scaffold24847_Locus_41925_0_58.6_LINEAR_3407,LG2,17.834873297272846
scaffold24847_Locus_41925_0_58.6_LINEAR_3686,LG2,17.834874297272847
scaffold24847_Locus_41925_0_58.6_LINEAR_3748,LG2,17.834875297272845
scaffold24847_Locus_41925_0_58.6_LINEAR_3838,LG2,17.834876297272846
scaffold24847_Locus_41925_0_58.6_LINEAR_4196,LG2,17.834877297272847
scaffold24847_Locus_41925_0_58.6_LINEAR_4493,LG2,17.834878297272844
scaffold24847_Locus_41925_0_58.6_LINEAR_4700,LG2,17.834879297272845
scaffold24847_Locus_41925_0_58.6_LINEAR_4715,LG2,17.834880297272846
scaffold24847_Locus_41925_0_58.6_LINEAR_5096,LG2,17.834881297272847
C170200_57.0_231,LG2,19.168531814905162
C194526_56.0_698,LG2,19.168532814905163
C194526_56.0_707,LG2,19.168533814905164
C194526_56.0_917,LG2,19.16853481490516
C194526_56.0_928,LG2,19.168535814905162
Locus_2398_Contig1_3020,LG2,27.452465213766228
Locus_2398_Contig1_3050,LG2,27.45246621376623
Locus_2398_Contig1_3132,LG2,27.452467213766226
Locus_2398_Contig1_3206,LG2,27.452468213766227
C171726_50.0_89,LG2,28.07750176890166
scaffold4380_Locus_1553_1_56.4_COMPLEX_1223,LG2,28.7185635342351
scaffold18741_Locus_23987_0_54.4_FORK_974,LG2,28.7185645342351
C201416_47.0_738,LG2,28.7185655342351
Locus_20288_Contig1_298,LG2,30.667605070977896
Locus_20288_Contig1_866,LG2,30.667606070977893
Locus_20288_Contig1_1043,LG2,30.667607070977894
Locus_20288_Contig1_977,LG2,30.667608070977895
Locus_581_Contig1_2372,LG2,31.300554270585142
C190724_54.0_444,LG2,31.300555270585143
C205384_49.0_242,LG2,31.300556270585144
C205384_49.0_918,LG2,31.300557270585145
C190724_54.0_501,LG2,31.300558270585142
C190724_54.0_762,LG2,31.300559270585143
C190724_54.0_876,LG2,31.300560270585144
C185874_55.0_124,LG2,31.917876585344434
Locus_940_Contig1_567,LG2,31.917877585344435
Locus_940_Contig1_1309,LG2,31.917878585344436
Locus_940_Contig1_1645,LG2,31.917879585344437
Locus_940_Contig1_1717,LG2,31.917880585344435
scaffold25350_Locus_46185_0_34.1_LINEAR_3695,LG2,31.917881585344436
scaffold1880_Locus_634_1_59.1_COMPLEX_1648,LG2,31.917882585344437
C212190_57.0_391,LG2,31.917883585344434
C212190_57.0_982,LG2,31.917884585344435
C210612_58.0_1517,LG2,31.917885585344436
C210612_58.0_1589,LG2,31.917886585344434
C190724_54.0_393,LG2,31.917887585344435
C190724_54.0_702,LG2,31.917888585344436
C190724_54.0_717,LG2,31.917889585344437
scaffold25184_Locus_44375_0_54.6_LINEAR_587,LG2,33.23398392247999
C210488_57.0_1367,LG2,33.23398492247999
C210488_57.0_1399,LG2,33.23398592247999
C210488_57.0_1739,LG2,33.23398692247999
C210488_57.0_1824,LG2,33.23398792247999
C215884_60.0_207,LG2,33.23398892247999
C215884_60.0_223,LG2,33.23398992247999
C215884_60.0_896,LG2,33.23399092247999
C215884_60.0_1100,LG2,33.233991922479994
C215884_60.0_1507,LG2,33.23399292247999
C215884_60.0_1601,LG2,33.23399392247999
C215884_60.0_1755,LG2,33.233994922479994
C215884_60.0_2891,LG2,33.23399592247999
C197654_62.0_558,LG2,33.23399692247999
scaffold13150_Locus_12154_0_58.7_LINEAR_1879,LG2,33.23399792247999
Locus_62_Contig1_556,LG2,33.9382708466474
C215884_60.0_1193,LG2,33.938271846647396
C215884_60.0_1293,LG2,33.9382728466474
C215884_60.0_1314,LG2,33.9382738466474
Locus_1486_Contig1_2914,LG2,34.59620755458173
C185290_59.0_320,LG2,35.23726931991518
scaffold9049_Locus_5495_1_46.9_COMPLEX_2505,LG2,35.886657479996686
scaffold20759_Locus_28652_1_44.5_COMPLEX_1589,LG2,36.54459118793102
C175144_61.0_134,LG2,37.8435856611988
scaffold12781_Locus_11518_1_55.6_COMPLEX_904,LG2,37.8435866611988
scaffold12781_Locus_11518_1_55.6_COMPLEX_1552,LG2,37.843587661198804
scaffold12781_Locus_11518_1_55.6_COMPLEX_1600,LG2,37.8435886611988
scaffold12781_Locus_11518_1_55.6_COMPLEX_1874,LG2,37.8435896611988
scaffold12781_Locus_11518_1_55.6_COMPLEX_1968,LG2,37.8435906611988
scaffold12781_Locus_11518_1_55.6_COMPLEX_1980,LG2,37.8435916611988
scaffold12781_Locus_11518_1_55.6_COMPLEX_1999,LG2,37.8435926611988
C175144_61.0_288,LG2,37.8435936611988
scaffold22923_Locus_34387_1_50.0_BUBBLE_1376,LG2,37.8435946611988
scaffold22923_Locus_34387_1_50.0_BUBBLE_1390,LG2,37.8435956611988
scaffold5459_Locus_2008_1_56.8_BUBBLE_1472,LG2,38.484657426532245
scaffold5459_Locus_2008_1_56.8_BUBBLE_1532,LG2,38.48465842653224
C214470_61.0_2415,LG2,39.800752763667795
scaffold21395_Locus_30246_0_59.3_LINEAR_1028,LG2,40.44181452900124
scaffold21395_Locus_30246_0_59.3_LINEAR_1067,LG2,40.44181552900124
scaffold21828_Locus_31365_0_55.7_LINEAR_1887,LG2,41.07476172860849
scaffold3739_Locus_1301_0_57.5_COMPLEX_1695,LG2,41.07476272860849
scaffold3739_Locus_1301_0_57.5_COMPLEX_1797,LG2,41.07476372860849
scaffold3739_Locus_1301_0_57.5_COMPLEX_2028,LG2,41.07476472860849
scaffold21828_Locus_31365_0_55.7_LINEAR_1305,LG2,41.07476572860849
scaffold21828_Locus_31365_0_55.7_LINEAR_2139,LG2,41.07476672860849
scaffold21828_Locus_31365_0_55.7_LINEAR_2247,LG2,41.07476772860849
scaffold21828_Locus_31365_0_55.7_LINEAR_2653,LG2,41.07476872860849
scaffold21828_Locus_31365_0_55.7_LINEAR_4200,LG2,41.07476972860849
scaffold21828_Locus_31365_0_55.7_LINEAR_4788,LG2,41.07477072860849
scaffold21828_Locus_31365_0_55.7_LINEAR_5106,LG2,41.07477172860849
scaffold21828_Locus_31365_0_55.7_LINEAR_5140,LG2,41.07477272860849
scaffold21828_Locus_31365_0_55.7_LINEAR_5514,LG2,41.07477372860849
scaffold21828_Locus_31365_0_55.7_LINEAR_5817,LG2,41.07477472860849
C201838_57.0_593,LG2,41.074775728608486
C201838_57.0_827,LG2,41.07477672860849
C202786_60.0_623,LG2,42.390871065744044
C215996_60.0_1159,LG2,42.39087206574405
C215996_60.0_2174,LG2,42.390873065744046
C198950_60.0_471,LG2,42.39087406574404
C198950_60.0_607,LG2,42.39087506574405
C213618_60.0_840,LG2,43.04880877367838
C214826_61.0_1282,LG2,44.34780324694616
C214826_61.0_667,LG2,44.34780424694616
C208458_55.0_467,LG2,44.34780524694616
scaffold24697_Locus_41020_0_56.6_LINEAR_913,LG2,44.997193407027666
scaffold24697_Locus_41020_0_56.6_LINEAR_1560,LG2,44.99719440702767
scaffold24697_Locus_41020_0_56.6_LINEAR_1921,LG2,44.99719540702767
scaffold24697_Locus_41020_0_56.6_LINEAR_1969,LG2,44.997196407027666
scaffold24697_Locus_41020_0_56.6_LINEAR_2048,LG2,44.99719740702767
C195214_59.0_447,LG2,45.64658556710918
C195214_59.0_687,LG2,45.64658656710918
C195214_59.0_787,LG2,45.64658756710918
C195214_59.0_867,LG2,45.64658856710918
C215146_51.0_288,LG2,45.64658956710918
C215146_51.0_352,LG2,45.64659056710918
C215146_51.0_486,LG2,45.646591567109176
C215146_51.0_1628,LG2,45.64659256710918
C195214_59.0_747,LG2,45.64659356710918
C195214_59.0_1149,LG2,45.646594567109176
C215146_51.0_1008,LG2,45.64659556710918
scaffold24052_Locus_38251_0_42.2_LINEAR_2077,LG2,45.64659656710918
C175826_53.0_205,LG2,45.646597567109175
C175826_53.0_208,LG2,45.64659856710918
C205490_55.0_303,LG2,45.64659956710918
C203660_57.0_1045,LG2,45.64660056710918
C175826_53.0_529,LG2,45.64660156710918
C201818_50.0_245,LG2,45.64660256710918
Locus_2331_Contig1_2442,LG2,46.27954876671643
C179884_58.0_602,LG2,46.27954976671643
Locus_2331_Contig1_2075,LG2,46.279550766716426
scaffold23134_Locus_34993_0_55.4_LINEAR_1880,LG2,46.27955176671643
scaffold23134_Locus_34993_0_55.4_LINEAR_4727,LG2,46.27955276671643
scaffold12446_Locus_10920_0_63.0_COMPLEX_1058,LG2,47.52981428108296
scaffold4023_Locus_1406_0_54.7_COMPLEX_1967,LG2,47.52981528108297
scaffold4023_Locus_1406_0_54.7_COMPLEX_2000,LG2,47.529816281082965
scaffold4023_Locus_1406_0_54.7_COMPLEX_2019,LG2,47.52981728108296
scaffold4023_Locus_1406_0_54.7_COMPLEX_2141,LG2,47.52981828108297
scaffold4023_Locus_1406_0_54.7_COMPLEX_2156,LG2,47.529819281082965
C213630_58.0_1480,LG2,47.52982028108296
scaffold12446_Locus_10920_0_63.0_COMPLEX_1032,LG2,47.52982128108297
scaffold12446_Locus_10920_0_63.0_COMPLEX_1295,LG2,47.529822281082964
C212016_57.0_176,LG2,47.52982328108297
C212016_57.0_337,LG2,47.529824281082966
C212016_57.0_338,LG2,47.529825281082964
C212016_57.0_1627,LG2,47.52982628108297
C216266_51.0_683,LG2,47.529827281082966
C216266_51.0_897,LG2,47.52982828108296
scaffold5774_Locus_2153_0_55.3_COMPLEX_65,LG2,48.16277448069022
scaffold22230_Locus_32345_0_62.2_COMPLEX_571,LG2,50.111814017433005
scaffold22230_Locus_32345_0_62.2_COMPLEX_584,LG2,50.111815017433
scaffold25380_Locus_46519_0_61.0_LINEAR_589,LG2,51.37790933790188
scaffold25380_Locus_46519_0_61.0_LINEAR_2168,LG2,51.37791033790188
scaffold18566_Locus_23591_0_58.6_LINEAR_2276,LG2,51.37791133790188
C193928_57.0_923,LG2,51.37791233790188
scaffold6679_Locus_2585_1_41.8_COMPLEX_1380,LG2,51.37791333790188
C192680_50.0_861,LG2,52.69400767503744
C192680_50.0_804,LG2,52.69400867503744
C175966_53.0_483,LG2,53.33507044037088
C175966_53.0_654,LG2,53.33507144037088
scaffold22977_Locus_34540_0_56.2_LINEAR_448,LG2,53.33507244037088
C180352_52.0_473,LG2,53.33507344037088
C180352_52.0_672,LG2,53.33507444037088
C188628_60.0_536,LG2,54.61740780005964
Locus_144_Contig1_1119,LG2,55.88350212052851
Locus_144_Contig1_1098,LG2,55.883503120528516
Locus_144_Contig1_1741,LG2,55.883504120528514
Locus_144_Contig1_2170,LG2,55.88350512052851
Locus_144_Contig1_2173,LG2,55.883506120528516
Locus_144_Contig1_2176,LG2,55.88350712052851
Locus_144_Contig1_2321,LG2,55.88350812052852
Locus_144_Contig1_2425,LG2,55.883509120528515
scaffold5554_Locus_2054_1_53.6_COMPLEX_388,LG2,55.88351012052851
scaffold5553_Locus_2054_0_47.2_COMPLEX_832,LG2,55.88351112052852
scaffold5553_Locus_2054_0_47.2_COMPLEX_934,LG2,55.883512120528515
Locus_144_Contig1_1165,LG2,55.88351312052851
Locus_144_Contig1_2515,LG2,55.88351412052852
Locus_144_Contig1_2519,LG2,55.883515120528514
Locus_144_Contig1_2531,LG2,55.88351612052851
Locus_144_Contig1_2611,LG2,55.883517120528516
Locus_144_Contig1_2618,LG2,55.883518120528514
C204764_60.0_206,LG2,55.88351912052851
C204764_60.0_212,LG2,55.883520120528516
scaffold5564_Locus_2059_1_56.4_COMPLEX_3284,LG2,55.88352112052851
scaffold5564_Locus_2059_1_56.4_COMPLEX_3409,LG2,55.88352212052851
C214026_54.0_1149,LG2,56.532910280610025
C215320_54.0_3244,LG2,58.56104990091924
Locus_756_Contig1_2111,LG2,58.56105090091924
Locus_756_Contig1_5061,LG2,58.56105190091924
Locus_756_Contig1_5121,LG2,58.561052900919236
C184816_61.0_216,LG2,59.21044106100075
C184816_61.0_228,LG2,59.21044206100075
C184816_61.0_429,LG2,59.210443061000746
C184816_61.0_473,LG2,59.21044406100075
scaffold24275_Locus_39169_0_56.2_LINEAR_364,LG2,59.21044506100075
scaffold24275_Locus_39169_0_56.2_LINEAR_904,LG2,59.210446061000745
scaffold24275_Locus_39169_0_56.2_LINEAR_922,LG2,59.21044706100075
scaffold24275_Locus_39169_0_56.2_LINEAR_1714,LG2,59.21044806100075
scaffold24275_Locus_39169_0_56.2_LINEAR_1854,LG2,59.210449061000745
C210992_54.0_980,LG2,59.21045006100075
C172230_63.0_340,LG2,62.5939847577448
C179988_62.0_439,LG2,62.593985757744804
C179988_62.0_506,LG2,62.5939867577448
C107934_34.0_22,LG2,62.5939877577448
Locus_871_Contig1_174,LG2,62.5939887577448
Locus_871_Contig1_959,LG2,62.5939897577448
C191240_57.0_649,LG2,62.5939907577448
Locus_765_Contig1_2868,LG2,62.5939917577448
C194530_45.0_79,LG2,62.5939927577448
C194530_45.0_116,LG2,62.5939937577448
C194530_45.0_122,LG2,62.5939947577448
Locus_9520_Contig1_1039,LG2,63.910089094880355
Locus_9520_Contig1_1189,LG2,63.91009009488035
Locus_9520_Contig1_1221,LG2,63.91009109488036
C178924_58.0_198,LG2,63.910092094880355
C213884_57.0_606,LG2,63.91009309488035
C213884_57.0_1746,LG2,63.91009409488036
C213884_57.0_1844,LG2,63.910095094880354
scaffold25524_Locus_50156_0_60.1_LINEAR_450,LG2,65.28030200725523
scaffold25048_Locus_43142_0_57.6_LINEAR_1162,LG2,65.28030300725523
