marker,chr,pos
scaffold24047_Locus_38227_0_59.1_FORK_1591,LG1,162.00205489882808
scaffold24047_Locus_38227_0_59.1_FORK_1600,LG1,163.44313275744705
scaffold24047_Locus_38227_0_59.1_FORK_1652,LG1,164.7145941882843
scaffold24047_Locus_38227_0_59.1_FORK_1662,LG1,165.8164684437615
scaffold24047_Locus_38227_0_59.1_FORK_1324,LG1,167.68174103854085
scaffold24047_Locus_38227_0_59.1_FORK_1514,LG1,169.71676328713983
scaffold14864_Locus_15415_1_51.9_FORK_1078,LG1,172.34630450659932
scaffold14864_Locus_15415_1_51.9_FORK_1096,LG1,174.21157710137868
scaffold14864_Locus_15415_1_51.9_FORK_1578,LG1,178.80069222721747
C209178_59.0_298,LG1,183.21893681542187
scaffold4423_Locus_1574_0_62.6_COMPLEX_590,LG1,186.44374082019945
C183868_56.0_729,LG1,188.56365523670138
C183868_56.0_617,LG1,189.24166389218124
C183868_56.0_661,LG1,189.9196725476611
scaffold17470_Locus_20924_0_61.1_COMPLEX_1331,LG1,191.1063369786342
scaffold17470_Locus_20924_0_61.1_COMPLEX_1310,LG1,191.95387677052622
scaffold17470_Locus_20924_0_61.1_COMPLEX_944,LG1,193.1405412014993
scaffold17470_Locus_20924_0_61.1_COMPLEX_953,LG1,194.1576316174104
scaffold17470_Locus_20924_0_61.1_COMPLEX_1070,LG1,195.34429604838348
scaffold17470_Locus_20924_0_61.1_COMPLEX_1076,LG1,195.85278915431155
scaffold17470_Locus_20924_0_61.1_COMPLEX_1145,LG1,197.46351660565873
scaffold17470_Locus_20924_0_61.1_COMPLEX_1806,LG1,200.09305782511822
scaffold17470_Locus_20924_0_61.1_COMPLEX_1849,LG1,201.78862373358726
scaffold17470_Locus_20924_0_61.1_COMPLEX_1918,LG1,205.0985359222754
scaffold24047_Locus_38227_0_59.1_FORK_1992,LG1,211.14478583942034
scaffold21455_Locus_30410_0_60.3_COMPLEX_1445,LG1,218.83190433311938
scaffold21455_Locus_30410_0_60.3_COMPLEX_1430,LG1,222.14181652180753
scaffold21455_Locus_30410_0_60.3_COMPLEX_2273,LG1,227.15858490836132
scaffold4423_Locus_1574_0_62.6_COMPLEX_303,LG1,229.53325109746132
scaffold4423_Locus_1574_0_62.6_COMPLEX_321,LG1,230.97432895608029
scaffold2608_Locus_885_1_56.5_COMPLEX_204,LG1,234.11404343384493
C183868_56.0_251,LG1,237.59422995963698
scaffold24047_Locus_38227_0_59.1_FORK_1179,LG1,241.15958363960803
scaffold24047_Locus_38227_0_59.1_FORK_2508,LG1,246.09076481487378
scaffold17470_Locus_20924_0_61.1_COMPLEX_431,LG1,250.33824173475872
scaffold17470_Locus_20924_0_61.1_COMPLEX_428,LG1,251.609703165596
C195408_48.0_1137,LG1,255.51593707770047
C205588_56.0_1095,LG1,258.99612360349255
scaffold17470_Locus_20924_0_61.1_COMPLEX_728,LG1,261.285859497635
scaffold24047_Locus_38227_0_59.1_FORK_2052,LG1,264.25544889738416
scaffold24047_Locus_38227_0_59.1_FORK_846,LG1,268.16168280948864
C192336_56.0_848,LG1,271.93688918201406
C192336_56.0_515,LG1,274.14170798290064
C192336_56.0_530,LG1,274.8197166383805
C188880_55.0_708,LG1,277.5342458973272
C188880_55.0_487,LG1,280.84415808601534
C188880_55.0_231,LG1,283.3887264437639
C188880_55.0_201,LG1,284.99945389511106
C212108_54.0_1462,LG1,287.89892422102156
C212108_54.0_1450,LG1,289.59449012949057
C212108_54.0_610,LG1,294.1836052553294
C212108_54.0_707,LG1,297.74895893530044
C212108_54.0_736,LG1,299.6142315300798
C212108_54.0_89,LG1,304.0324761182842
C212108_54.0_1375,LG1,307.76822658559223
C212108_54.0_1363,LG1,309.54864071172386
C212108_54.0_1369,LG1,310.3961805036159
C212108_54.0_1279,LG1,313.1107097625626
C212108_54.0_1153,LG1,317.10221915351826
C212108_54.0_1711,LG1,320.58240567931034
C212108_54.0_853,LG1,322.8721415734528
C212108_54.0_940,LG1,324.3132194320717
C215634_55.0_2509,LG1,326.18580790799973
C215634_55.0_2734,LG1,327.37247233897284
C215634_55.0_838,LG1,328.0504809944527
scaffold5618_Locus_2084_0_58.1_COMPLEX_601,LG1,329.49518348367906
C210436_57.0_1297,LG1,331.1059109350262
scaffold12100_Locus_10264_0_57.5_LINEAR_2155,LG1,334.41582312371435
C208844_49.0_1922,LG1,338.1515735910224
C180102_55.0_477,LG1,341.37637759579997
scaffold12100_Locus_10264_0_57.5_LINEAR_355,LG1,344.7714171247765
scaffold5618_Locus_2084_0_58.1_COMPLEX_2029,LG1,348.3367708047476
C210452_55.0_1651,LG1,351.05130006369427
C208732_61.0_215,LG1,352.9165726584736
scaffold5618_Locus_2084_0_58.1_COMPLEX_1870,LG1,355.971215767294
scaffold12100_Locus_10264_0_57.5_LINEAR_2608,LG1,359.28112795598213
C213694_55.0_805,LG1,363.68259623028445
scaffold19947_Locus_26650_0_55.7_LINEAR_415,LG1,368.8379967579063
scaffold19947_Locus_26650_0_55.7_LINEAR_414,LG1,371.6375297294105
scaffold11882_Locus_9892_0_56.3_LINEAR_3333,LG1,377.76978857134867
C199134_58.0_910,LG1,381.1648281003252
scaffold20367_Locus_27627_0_52.0_LINEAR_270,LG1,383.6244382793727
scaffold20367_Locus_27627_0_52.0_LINEAR_343,LG1,384.9807040231164
C199134_58.0_598,LG1,390.8550423418449
C188290_44.0_506,LG1,397.59040508995804
scaffold11150_Locus_8725_1_45.5_BUBBLE_914,LG1,400.38993806146226
C165636_44.0_372,LG1,401.2374778533543
C165636_44.0_444,LG1,402.6785557119733
C201704_54.0_1134,LG1,407.0968003001777
C202520_53.0_205,LG1,414.597640412288
C216190_58.0_4649,LG1,418.5038743243925
C182512_46.0_658,LG1,423.87067988784617
scaffold24915_Locus_42326_0_55.0_LINEAR_2384,LG1,430.51976960027463
scaffold24915_Locus_42326_0_55.0_LINEAR_2004,LG1,437.1688593127031
scaffold24915_Locus_42326_0_55.0_LINEAR_2007,LG1,439.20388156130207
scaffold24915_Locus_42326_0_55.0_LINEAR_1895,LG1,442.17347096105124
scaffold24915_Locus_42326_0_55.0_LINEAR_1961,LG1,444.97300393255546
scaffold24915_Locus_42326_0_55.0_LINEAR_1970,LG1,447.51757229030403
scaffold24915_Locus_42326_0_55.0_LINEAR_1497,LG1,451.5090816812597
scaffold24915_Locus_42326_0_55.0_LINEAR_1622,LG1,453.8837478703597
scaffold24915_Locus_42326_0_55.0_LINEAR_840,LG1,458.98613277894754
scaffold24915_Locus_42326_0_55.0_LINEAR_864,LG1,464.7745673650145
scaffold24915_Locus_42326_0_55.0_LINEAR_2921,LG1,472.4616858587135
C191990_56.0_1031,LG1,477.3073086170899
C191990_56.0_880,LG1,478.74838647570886
C186430_51.0_620,LG1,480.7317410025604
C186430_51.0_645,LG1,480.7317420025604
C186430_51.0_939,LG1,481.9184064335335
C186430_51.0_825,LG1,483.52913388488065
C186430_51.0_905,LG1,484.9702117434996
scaffold4937_Locus_1772_0_61.5_COMPLEX_1297,LG1,486.5809391948468
scaffold11294_Locus_8960_0_26.3_LINEAR_1553,LG1,489.47452167795836
scaffold24153_Locus_38598_0_61.0_LINEAR_873,LG1,492.8695612069349
scaffold24153_Locus_38598_0_61.0_LINEAR_916,LG1,498.1432691624447
scaffold24153_Locus_38598_0_61.0_LINEAR_263,LG1,504.1035457485697
scaffold24153_Locus_38598_0_61.0_LINEAR_269,LG1,505.5446236071886
scaffold24153_Locus_38598_0_61.0_LINEAR_174,LG1,510.390246365565
C215988_59.0_693,LG1,520.5268750682691
scaffold24153_Locus_38598_0_61.0_LINEAR_1414,LG1,533.2523291218741
scaffold24153_Locus_38598_0_61.0_LINEAR_1608,LG1,542.5092048396684
scaffold24153_Locus_38598_0_61.0_LINEAR_1835,LG1,548.8135904395402
scaffold24153_Locus_38598_0_61.0_LINEAR_1947,LG1,554.9458492814784
scaffold24153_Locus_38598_0_61.0_LINEAR_2010,LG1,558.0004923902989
C185544_57.0_396,LG1,561.6510338833538
scaffold24459_Locus_39889_0_58.0_LINEAR_359,LG1,566.2401490091926
scaffold24153_Locus_38598_0_61.0_LINEAR_2481,LG1,571.4281802679493
scaffold21786_Locus_31260_1_57.3_FORK_244,LG1,575.1639307352573
scaffold21786_Locus_31260_1_57.3_FORK_205,LG1,579.0701646473618
scaffold24153_Locus_38598_0_61.0_LINEAR_1155,LG1,583.6592797732006
scaffold11294_Locus_8960_0_26.3_LINEAR_976,LG1,586.6288691729499
scaffold11294_Locus_8960_0_26.3_LINEAR_703,LG1,588.0699470315689
scaffold24153_Locus_38598_0_61.0_LINEAR_583,LG1,590.6994882510284
scaffold24153_Locus_38598_0_61.0_LINEAR_408,LG1,593.1590984300758
scaffold25473_Locus_48692_0_59.0_LINEAR_3049,LG1,596.8096399231307
C182858_54.0_457,LG1,599.5241691820775
C179218_59.0_298,LG1,603.7716461019623
C179218_59.0_256,LG1,607.1666856309389
C179218_59.0_163,LG1,610.5617251599155
scaffold25473_Locus_48692_0_59.0_LINEAR_4990,LG1,614.8092020798003
scaffold8657_Locus_4922_0_52.0_FORK_434,LG1,619.0566789996852
scaffold8657_Locus_4922_0_52.0_FORK_455,LG1,621.8562119711895
C198726_57.0_769,LG1,625.1661241598777
C198726_57.0_479,LG1,627.1162659650892
scaffold1334_Locus_446_3_56.5_COMPLEX_1013,LG1,630.0894897841507
C181076_29.0_624,LG1,635.2775210429074
scaffold23478_Locus_36185_0_56.7_COMPLEX_2527,LG1,642.6179422421973
scaffold24388_Locus_39597_0_35.6_LINEAR_1262,LG1,648.6641921593422
scaffold24362_Locus_39497_0_52.1_LINEAR_6290,LG1,653.8672522078532
scaffold24362_Locus_39497_0_52.1_LINEAR_12643,LG1,656.5817814668
scaffold24362_Locus_39497_0_52.1_LINEAR_7904,LG1,659.4663343197711
C213248_52.0_2356,LG1,665.1020503976357
C209884_52.0_443,LG1,671.0623269837606
scaffold19682_Locus_26036_0_58.8_BUBBLE_1085,LG1,675.5659937269795
scaffold19682_Locus_26036_0_58.8_BUBBLE_1142,LG1,677.8557296211219
C214196_58.0_215,LG1,682.0178600093982
C214196_58.0_232,LG1,683.9680018146097
C214196_58.0_426,LG1,688.0448098622383
Locus_24625_Contig1_2303,LG1,693.404225380615
C154314_53.0_348,LG1,697.3957347715707
scaffold12168_Locus_10395_1_48.1_COMPLEX_2783,LG1,704.8227633418841
scaffold12168_Locus_10395_1_48.1_COMPLEX_2790,LG1,708.3881170218551
scaffold24473_Locus_39958_0_56.1_LINEAR_2198,LG1,715.1386194871786
scaffold18688_Locus_23859_0_56.5_LINEAR_1370,LG1,722.2400647765432
C199582_58.0_614,LG1,729.7537449827599
C214392_56.0_1481,LG1,736.3437875916806
C207590_59.0_1429,LG1,741.3605559782343
C159098_44.0_152,LG1,747.4068058953793
scaffold25217_Locus_44707_0_59.4_LINEAR_2828,LG1,753.6181552976566
scaffold25217_Locus_44707_0_59.4_LINEAR_2510,LG1,759.4065898837235
C171384_46.0_655,LG1,763.97247369807
C171384_46.0_578,LG1,768.3907182862744
C177408_56.0_430,LG1,774.8673794134049
C177408_56.0_397,LG1,777.3269895924524
Locus_2727_Contig1_5083,LG1,782.2731839706269
C213600_58.0_1432,LG1,785.0727169421311
C213600_58.0_1435,LG1,786.0898073580422
C213600_58.0_1534,LG1,788.0399491632537
C213600_58.0_1565,LG1,789.0570395791648
C213600_58.0_312,LG1,791.0071813843763
C194226_40.0_968,LG1,794.3170935730644
C194226_40.0_967,LG1,796.521912373951
C213600_58.0_316,LG1,799.8318245626391
C194226_40.0_462,LG1,800.8489149785502
C213600_58.0_1969,LG1,801.8660053944612
C213600_58.0_1960,LG1,803.05266982543435
C213600_58.0_2380,LG1,805.7671990843811
C213600_58.0_2152,LG1,809.9293294726574
C213600_58.0_1720,LG1,812.4738978304059
C213600_58.0_1333,LG1,813.660562261379
C213600_58.0_1345,LG1,814.6776526772901
C213600_58.0_1285,LG1,815.8643171082632
Locus_2727_Contig1_7753,LG1,817.4750445596104
C215776_57.0_1532,LG1,821.6371749478867
C215776_57.0_1424,LG1,826.3117651953809
C195600_53.0_371,LG1,830.9937252564222
C213330_57.0_601,LG1,834.7294757237302
C213330_57.0_2103,LG1,838.3800172167851
C213330_57.0_1408,LG1,841.8602037425771
C213330_57.0_259,LG1,845.6811848483134
C213330_57.0_231,LG1,849.2465385282844
C213330_57.0_151,LG1,852.8970800213393
C213330_57.0_142,LG1,855.2717462104393
C213330_57.0_127,LG1,857.9012874298988
C212160_58.0_1697,LG1,861.7222685356351
C212160_58.0_1682,LG1,864.8619830133997
C212160_58.0_779,LG1,869.2802276016041
C212160_58.0_1130,LG1,873.613075751896
C213330_57.0_681,LG1,878.7154606604838
C213330_57.0_735,LG1,882.1956471862759
C213330_57.0_1668,LG1,886.7847623121147
C212160_58.0_818,LG1,891.1176104624066
C212160_58.0_893,LG1,896.2199953709945
C212160_58.0_884,LG1,900.2115047619502
C213330_57.0_1093,LG1,903.6916912877423
C213330_57.0_1524,LG1,907.9391682076272
C186194_51.0_617,LG1,913.9928312777298
scaffold25383_Locus_46552_0_38.9_LINEAR_210,LG1,919.3522467961066
scaffold25383_Locus_46552_0_38.9_LINEAR_262,LG1,921.981788015566
C187948_58.0_546,LG1,926.8310665344535
Locus_167_Contig1_1445,LG1,930.6520476401897
Locus_167_Contig1_2172,LG1,936.0972021081769
scaffold24907_Locus_42276_0_47.2_LINEAR_1179,LG1,942.0574786943018
scaffold24907_Locus_42276_0_47.2_LINEAR_1160,LG1,944.2622974951884
Locus_2038_Contig1_2115,LG1,948.5580946869504
Locus_2038_Contig1_2171,LG1,949.9991725455694
Locus_2038_Contig1_1909,LG1,951.6098999969166
Locus_2038_Contig1_2942,LG1,954.5794893966658
scaffold10664_Locus_7896_0_59.4_FORK_2172,LG1,961.3148521447789
Locus_2038_Contig1_3203,LG1,967.3611020619238
Locus_2038_Contig1_1867,LG1,969.9906432813833
Locus_2038_Contig1_155,LG1,972.9602326811325
scaffold24110_Locus_38421_0_45.8_LINEAR_1987,LG1,977.0091520483495
C212660_55.0_1097,LG1,980.4523855443185
C212660_55.0_614,LG1,984.7852336946104
C212660_55.0_1529,LG1,989.1180818449022
C215850_58.0_1561,LG1,991.6626502026508
scaffold25291_Locus_45336_0_56.4_LINEAR_481,LG1,995.2316439613211
C200228_58.0_1206,LG1,999.1378778734256
C187500_48.0_541,LG1,1005.0122161921541
C194214_55.0_517,LG1,1009.8578389505305
C194214_55.0_501,LG1,1011.2989168091495
scaffold25340_Locus_46072_0_53.5_LINEAR_2311,LG1,1013.3375666848578
scaffold7360_Locus_3076_1_50.4_COMPLEX_2423,LG1,1015.9817599179332
scaffold7360_Locus_3076_1_50.4_COMPLEX_2042,LG1,1018.2714958120756
scaffold7360_Locus_3076_1_50.4_COMPLEX_2116,LG1,1020.561231706218
C198810_59.0_728,LG1,1024.8570288979802
C167228_56.0_249,LG1,1029.6171215185404
C167228_56.0_555,LG1,1034.5483026938061
C167228_56.0_677,LG1,1038.1136563737773
C200504_59.0_713,LG1,1041.6790100537482
scaffold7053_Locus_2777_1_56.3_COMPLEX_771,LG1,1045.778669956442
scaffold7628_Locus_3410_1_59.6_COMPLEX_1922,LG1,1051.7619716532708
C208444_61.0_913,LG1,1058.8428308046095
C208444_61.0_514,LG1,1066.6167370645592
scaffold16796_Locus_19474_0_58.0_LINEAR_143,LG1,1075.5784893185944
scaffold16796_Locus_19474_0_58.0_LINEAR_1148,LG1,1081.5387659047192
Locus_1132_Contig2_2365,LG1,1086.2362558801822
Locus_1132_Contig2_1972,LG1,1090.6545004683865
Locus_1132_Contig2_1157,LG1,1095.7568853769744
Locus_1132_Contig2_1175,LG1,1098.896599854739
Locus_1132_Contig2_2733,LG1,1105.3226690011159
Locus_1132_Contig2_2498,LG1,1110.8535943272063
Locus_1132_Contig2_1073,LG1,1113.993308804971
Locus_1132_Contig2_2874,LG1,1118.3261569552628
Locus_1132_Contig2_1753,LG1,1123.8570822813535
Locus_15558_Contig1_342,LG1,1128.6171749019136
scaffold22550_Locus_33313_0_54.0_LINEAR_785,LG1,1131.7568893796783
scaffold22550_Locus_33313_0_54.0_LINEAR_529,LG1,1136.08973752997
scaffold7205_Locus_2882_2_46.4_COMPLEX_2646,LG1,1140.593404273189
C210322_55.0_1179,LG1,1144.414385378925
Locus_1427_Contig1_1390,LG1,1148.4411069735577
C203036_54.0_1033,LG1,1153.6291382323143
Locus_83_Contig1_1157,LG1,1161.608365051858
Locus_83_Contig1_1139,LG1,1168.2574547642864
C210322_55.0_1617,LG1,1175.6844833346
scaffold23093_Locus_34912_0_55.7_COMPLEX_936,LG1,1181.7307332517448
Locus_83_Contig1_384,LG1,1188.8115924030835
Locus_83_Contig1_247,LG1,1191.6111253745876
Locus_83_Contig1_206,LG1,1195.2616668676426
scaffold23282_Locus_35521_0_58.8_COMPLEX_1757,LG1,1203.5485860673866
Locus_19878_Contig1_1126,LG1,1211.6190389527571
C211722_61.0_510,LG1,1216.0372835409617
Locus_19878_Contig1_1374,LG1,1219.6951697945885
C193486_53.0_368,LG1,1223.0050819832768
C193486_53.0_359,LG1,1225.3797481723766
C193486_53.0_641,LG1,1228.7747877013533
Locus_19878_Contig1_304,LG1,1233.278454444572
Locus_19878_Contig1_1869,LG1,1237.525931364457
Locus_19878_Contig1_1994,LG1,1242.0295981076756
Locus_19878_Contig1_2010,LG1,1246.6187132335144
Locus_19878_Contig1_2046,LG1,1251.0369578217187
Locus_19878_Contig1_2022,LG1,1254.4319973506954
scaffold13895_Locus_13638_0_43.2_LINEAR_599,LG1,1261.5993343913162
scaffold24667_Locus_40825_0_58.0_LINEAR_1269,LG1,1269.113014597533
scaffold25488_Locus_49032_0_60.0_LINEAR_6010,LG1,1276.5783791069148
scaffold25488_Locus_49032_0_60.0_LINEAR_6016,LG1,1279.377912078419
C213354_43.0_1368,LG1,1285.0217025943925
C207676_47.0_1585,LG1,1289.7817952149528
C215032_58.0_3014,LG1,1293.6880291270572
scaffold22412_Locus_32888_0_52.4_LINEAR_617,LG1,1297.4237795943654
Locus_653_Contig1_3034,LG1,1302.1838722149255
scaffold24442_Locus_39834_0_56.0_LINEAR_611,LG1,1306.560612549937
C201984_62.0_536,LG1,1309.6152556587574
C178788_51.0_326,LG1,1313.6067650497132
C201984_62.0_89,LG1,1318.7947963084698
scaffold3783_Locus_1316_1_51.5_COMPLEX_5839,LG1,1323.6404190668463
scaffold25059_Locus_43217_0_60.2_LINEAR_1692,LG1,1327.8025494551225
Locus_385_Contig1_1001,LG1,1332.9905807138794
scaffold24273_Locus_39162_0_32.8_LINEAR_1225,LG1,1340.504260920096
scaffold24028_Locus_38159_0_57.5_LINEAR_1474,LG1,1346.3458699638782
scaffold24028_Locus_38159_0_57.5_LINEAR_2107,LG1,1350.7641145520824
Locus_1808_Contig2_4038,LG1,1355.0115914719674
C197004_52.0_658,LG1,1359.9011892912827
C191170_60.0_114,LG1,1364.7468120496592
scaffold24805_Locus_41690_0_59.0_LINEAR_652,LG1,1367.7164014494083
scaffold23539_Locus_36373_0_59.1_FORK_385,LG1,1370.260969807157
scaffold16493_Locus_18855_1_54.7_FORK_1683,LG1,1372.2111116123683
scaffold14035_Locus_13900_0_63.1_BUBBLE_796,LG1,1373.4825730432058
C212960_35.0_2480,LG1,1376.7924852318938
C191170_60.0_351,LG1,1380.528235699202
scaffold25059_Locus_43217_0_60.2_LINEAR_507,LG1,1385.1173508250406
C193884_52.0_995,LG1,1389.7064659508794
C176110_63.0_34,LG1,1394.637647126145
scaffold25488_Locus_49032_0_60.0_LINEAR_6588,LG1,1397.7191126106138
Locus_1808_Contig2_2885,LG1,1403.765362527759
scaffold19926_Locus_26584_0_59.4_COMPLEX_782,LG1,1411.4970857829746
C197130_61.0_457,LG1,1417.7153896749105
C197130_61.0_260,LG1,1420.940193679688
C197130_61.0_191,LG1,1424.590735172743
C197130_61.0_176,LG1,1429.1798502985816
C197130_61.0_892,LG1,1433.4273272184666
C197130_61.0_872,LG1,1435.292599813246
C210768_60.0_388,LG1,1440.2237809885119
C213320_61.0_2259,LG1,1444.6420255767162
C210768_60.0_1560,LG1,1447.4415585482204
C201950_57.0_264,LG1,1450.8365980771969
C213210_55.0_1672,LG1,1453.8061874769462
C214198_61.0_2381,LG1,1455.5866016030777
scaffold20838_Locus_28834_0_52.0_BUBBLE_274,LG1,1458.3011308620246
scaffold16159_Locus_18164_0_49.9_COMPLEX_2624,LG1,1461.6110430507126
scaffold14322_Locus_14468_0_44.5_FORK_788,LG1,1468.0015475505156
scaffold14323_Locus_14468_1_59.6_FORK_5460,LG1,1476.0360983229561
scaffold14323_Locus_14468_1_59.6_FORK_5002,LG1,1481.9104366416848
Locus_8342_Contig1_1486,LG1,1485.8166705537892
C213844_59.0_1176,LG1,1488.956385031554
scaffold13145_Locus_12149_0_52.3_COMPLEX_310,LG1,1492.5611749152533
Locus_1075_Contig1_1389,LG1,1497.9646579032064
scaffold24442_Locus_39834_0_56.0_LINEAR_695,LG1,1503.152689161963
scaffold25488_Locus_49032_0_60.0_LINEAR_7003,LG1,1507.7687529921418
C215940_56.0_2848,LG1,1511.5045034594498
C215940_56.0_2938,LG1,1513.8791696485498
Locus_1808_Contig2_3546,LG1,1516.848759048299
scaffold16298_Locus_18433_1_48.8_BUBBLE_483,LG1,1518.6291731744307
C213302_58.0_229,LG1,1520.2399006257776
scaffold25488_Locus_49032_0_60.0_LINEAR_7491,LG1,1523.209490025527
scaffold25488_Locus_49032_0_60.0_LINEAR_4055,LG1,1526.8600315185818
scaffold25488_Locus_49032_0_60.0_LINEAR_3991,LG1,1530.0848355233595
Locus_2314_Contig1_854,LG1,1533.0544249231086
scaffold7517_Locus_3270_1_56.4_COMPLEX_2038,LG1,1535.6839661425681
scaffold22899_Locus_34327_0_55.2_LINEAR_826,LG1,1540.2730812684067
scaffold15499_Locus_16735_2_57.3_COMPLEX_2528,LG1,1546.9898327520204
C210160_58.0_888,LG1,1553.7251955001334
C210160_58.0_1049,LG1,1557.4609459674416
C199880_58.0_1138,LG1,1561.53775401507
scaffold9387_Locus_5964_0_57.8_COMPLEX_1835,LG1,1564.5073434148194
C210160_58.0_472,LG1,1567.9023829437958
C195220_59.0_868,LG1,1572.4914980696346
scaffold9256_Locus_5745_0_58.2_COMPLEX_1651,LG1,1581.0486542318004
scaffold9256_Locus_5745_0_58.2_COMPLEX_1805,LG1,1589.5185838122788
scaffold9256_Locus_5745_0_58.2_COMPLEX_666,LG1,1596.7724413522083
scaffold18142_Locus_22519_0_48.9_COMPLEX_335,LG1,1607.1331169946343
scaffold12990_Locus_11893_0_59.6_COMPLEX_1312,LG1,1613.1793669117794
C213294_58.0_986,LG1,1615.9825328772993
scaffold20938_Locus_29096_1_51.6_BUBBLE_1692,LG1,1620.1780568254715
C210296_58.0_1699,LG1,1623.8432879972538
scaffold9337_Locus_5885_0_57.2_FORK_834,LG1,1627.8536667580124
C191230_54.0_746,LG1,1632.1011436778972
C213238_57.0_2270,LG1,1637.3515578478118
C213238_57.0_1171,LG1,1641.4283658954403
C213238_57.0_1998,LG1,1644.823405424417
scaffold10186_Locus_7221_0_58.4_LINEAR_1300,LG1,1652.7558794006663
scaffold25138_Locus_43903_0_57.8_LINEAR_1375,LG1,1661.5216201815228
scaffold25138_Locus_43903_0_57.8_LINEAR_1670,LG1,1667.3100547675897
scaffold25138_Locus_43903_0_57.8_LINEAR_2108,LG1,1671.2162886796943
scaffold10186_Locus_7221_0_58.4_LINEAR_1714,LG1,1677.7142727946223
scaffold10186_Locus_7221_0_58.4_LINEAR_1824,LG1,1684.2771288132437
C191890_58.0_494,LG1,1693.2045393738013
scaffold14039_Locus_13909_0_52.0_LINEAR_365,LG1,1702.2373441938157
scaffold14039_Locus_13909_0_52.0_LINEAR_371,LG1,1706.9119344413098
scaffold14039_Locus_13909_0_52.0_LINEAR_479,LG1,1711.3301790295143
scaffold14039_Locus_13909_0_52.0_LINEAR_461,LG1,1714.980720522569
Locus_2578_Contig1_465,LG1,1720.7691551086361
Locus_2578_Contig1_866,LG1,1726.3000804347266
Locus_2578_Contig1_921,LG1,1730.5475573546116
scaffold14039_Locus_13909_0_52.0_LINEAR_560,LG1,1736.1642859701876
scaffold24974_Locus_42631_0_53.1_LINEAR_340,LG1,1743.977656551089
scaffold20391_Locus_27678_0_58.5_LINEAR_657,LG1,1754.6730061690225
scaffold20391_Locus_27678_0_58.5_LINEAR_572,LG1,1760.0324216873994
scaffold20391_Locus_27678_0_58.5_LINEAR_259,LG1,1767.1997587280202
C207434_53.0_708,LG1,1772.559174246397
C215964_59.0_2078,LG1,1777.2337644938912
scaffold829_Locus_278_1_52.2_BUBBLE_446,LG1,1782.8504931094674
C215964_59.0_1873,LG1,1786.6714742152035
C215344_59.0_446,LG1,1794.8659598650074
C215344_59.0_452,LG1,1797.4105282227558
C215344_59.0_668,LG1,1802.6842361782658
Locus_1645_Contig1_1050,LG1,1805.8239506560303
Locus_1645_Contig1_924,LG1,1808.963665133795
Locus_1645_Contig1_778,LG1,1812.529018813766
Locus_1645_Contig1_490,LG1,1816.5205282047218
C215344_59.0_2918,LG1,1819.6602426824863
C215344_59.0_2857,LG1,1823.6517520734421
C215344_59.0_2775,LG1,1829.440186659509
C215344_59.0_2984,LG1,1835.744572259381
C215344_59.0_3007,LG1,1838.119238448481
C215344_59.0_3031,LG1,1841.2589529262455
C215344_59.0_3077,LG1,1844.2285423259948
C215344_59.0_3050,LG1,1847.4533463307723
C215344_59.0_3142,LG1,1851.359580242877
